gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,difference
LOC111119817,5,6,-1
LOC111119819,2,3,-1
LOC111119832,2,1,1
LOC111119835,2,1,1
LOC111119839,1,2,-1
LOC111119845,4,2,2
LOC111119848,2,3,-1
LOC111119853,2,1,1
LOC111119854,6,4,2
LOC111119856,1,0,1
LOC111119857,6,4,2
LOC111119863,2,1,1
LOC111119866,5,3,2
LOC111119872,2,3,-1
LOC111119877,1,2,-1
LOC111119893,3,2,1
LOC111119902,0,1,-1
LOC111119910,2,1,1
LOC111119925,3,2,1
LOC111119945,3,2,1
LOC111119946,3,2,1
LOC111119949,5,4,1
LOC111119977,1,2,-1
LOC111119980,2,1,1
LOC111119985,0,1,-1
LOC111119988,5,4,1
LOC111120008,4,1,3
LOC111120015,2,3,-1
LOC111120018,8,6,2
LOC111120020,2,3,-1
LOC111120023,3,2,1
LOC111120025,4,3,1
LOC111120028,1,2,-1
LOC111120034,5,2,3
LOC111120045,3,1,2
LOC111120050,4,2,2
LOC111120056,2,1,1
LOC111120059,2,1,1
LOC111120061,0,1,-1
LOC111120068,5,4,1
LOC111120077,3,2,1
LOC111120089,6,5,1
LOC111120090,4,3,1
LOC111120100,3,2,1
LOC111120101,5,4,1
LOC111120106,3,1,2
LOC111120112,4,5,-1
LOC111120114,3,2,1
LOC111120118,7,4,3
LOC111120121,4,2,2
LOC111120125,5,4,1
LOC111120128,9,7,2
LOC111120132,4,3,1
LOC111120134,5,3,2
LOC111120163,0,1,-1
LOC111120179,2,3,-1
LOC111120210,0,1,-1
LOC111120220,1,0,1
LOC111120242,0,1,-1
LOC111120244,3,2,1
LOC111120262,6,5,1
LOC111120329,0,1,-1
LOC111120367,0,1,-1
LOC111120381,2,1,1
LOC111120402,1,0,1
LOC111120403,1,0,1
LOC111120428,0,1,-1
LOC111120429,0,1,-1
LOC111120458,2,1,1
LOC111120466,2,3,-1
LOC111120472,2,1,1
LOC111120473,3,2,1
LOC111120475,2,1,1
LOC111120476,4,3,1
LOC111120478,3,2,1
LOC111120479,4,2,2
LOC111120484,2,1,1
LOC111120485,4,3,1
LOC111120487,1,2,-1
LOC111120491,3,4,-1
LOC111120495,1,2,-1
LOC111120506,3,1,2
LOC111120515,4,3,1
LOC111120517,9,4,5
LOC111120518,5,2,3
LOC111120524,7,4,3
LOC111120525,4,3,1
LOC111120532,2,1,1
LOC111120537,2,1,1
LOC111120551,4,3,1
LOC111120563,3,2,1
LOC111120588,3,2,1
LOC111120589,3,2,1
LOC111120592,2,1,1
LOC111120593,8,5,3
LOC111120594,6,2,4
LOC111120598,7,5,2
LOC111120622,2,1,1
LOC111120626,4,2,2
LOC111120634,3,2,1
LOC111120635,2,1,1
LOC111120646,6,7,-1
LOC111120669,2,1,1
LOC111120670,2,1,1
LOC111120676,7,6,1
LOC111120683,2,1,1
LOC111120689,3,2,1
LOC111120694,7,5,2
LOC111120703,3,2,1
LOC111120720,2,1,1
LOC111120721,2,1,1
LOC111120723,3,2,1
LOC111120727,3,2,1
LOC111120730,2,1,1
LOC111120749,4,2,2
LOC111120759,13,6,7
LOC111120768,2,1,1
LOC111120774,3,2,1
LOC111120801,3,2,1
LOC111120805,5,4,1
LOC111120813,3,2,1
LOC111120819,1,2,-1
LOC111120823,4,3,1
LOC111120824,3,2,1
LOC111120840,3,2,1
LOC111120846,3,2,1
LOC111120859,0,1,-1
LOC111120866,2,1,1
LOC111120874,8,7,1
LOC111120878,2,1,1
LOC111120885,5,3,2
LOC111120907,8,7,1
LOC111120910,2,1,1
LOC111120913,3,2,1
LOC111120915,6,2,4
LOC111120921,5,2,3
LOC111120922,3,2,1
LOC111120924,2,3,-1
LOC111120933,3,5,-2
LOC111120967,6,3,3
LOC111120979,4,3,1
LOC111121002,2,1,1
LOC111121006,4,3,1
LOC111121014,2,1,1
LOC111121028,3,2,1
LOC111121029,4,3,1
LOC111121030,3,1,2
LOC111121065,2,1,1
LOC111121068,7,5,2
LOC111121071,3,2,1
LOC111121072,2,1,1
LOC111121073,8,3,5
LOC111121113,2,1,1
LOC111121114,2,1,1
LOC111121128,4,3,1
LOC111121138,3,2,1
LOC111121141,4,5,-1
LOC111121152,1,2,-1
LOC111121175,7,8,-1
LOC111121184,20,13,7
LOC111121186,5,4,1
LOC111121189,1,2,-1
LOC111121204,2,1,1
LOC111121214,1,2,-1
LOC111121258,2,1,1
LOC111121265,3,1,2
LOC111121273,4,3,1
LOC111121277,3,4,-1
LOC111121278,1,4,-3
LOC111121291,2,3,-1
LOC111121298,2,1,1
LOC111121305,1,2,-1
LOC111121311,3,4,-1
LOC111121313,11,8,3
LOC111121323,7,6,1
LOC111121331,2,1,1
LOC111121353,2,1,1
LOC111121356,1,2,-1
LOC111121357,6,2,4
LOC111121358,6,5,1
LOC111121359,2,1,1
LOC111121367,2,1,1
LOC111121373,5,4,1
LOC111121383,2,1,1
LOC111121395,3,2,1
LOC111121396,1,2,-1
LOC111121405,7,3,4
LOC111121412,3,1,2
LOC111121415,4,2,2
LOC111121417,3,2,1
LOC111121420,5,3,2
LOC111121427,3,2,1
LOC111121471,3,1,2
LOC111121476,2,1,1
LOC111121493,2,1,1
LOC111121498,2,1,1
LOC111121523,4,2,2
LOC111121530,6,4,2
LOC111121537,1,2,-1
LOC111121548,2,1,1
LOC111121558,2,1,1
LOC111121570,1,2,-1
LOC111121572,3,2,1
LOC111121579,1,0,1
LOC111121580,3,4,-1
LOC111121583,3,2,1
LOC111121586,3,1,2
LOC111121596,2,1,1
LOC111121605,3,2,1
LOC111121612,3,2,1
LOC111121634,2,1,1
LOC111121655,6,3,3
LOC111121659,2,1,1
LOC111121669,1,2,-1
LOC111121672,3,2,1
LOC111121697,1,2,-1
LOC111121706,2,3,-1
LOC111121708,2,1,1
LOC111121709,2,1,1
LOC111121712,5,6,-1
LOC111121715,2,1,1
LOC111121716,2,1,1
LOC111121718,3,2,1
LOC111121730,2,1,1
LOC111121733,7,5,2
LOC111121735,2,1,1
LOC111121736,1,2,-1
LOC111121737,2,1,1
LOC111121739,4,3,1
LOC111121740,4,3,1
LOC111121742,1,3,-2
LOC111121743,3,1,2
LOC111121744,3,1,2
LOC111121745,5,4,1
LOC111121775,3,2,1
LOC111121786,2,1,1
LOC111121795,2,1,1
LOC111121826,3,2,1
LOC111121830,3,1,2
LOC111121839,15,9,6
LOC111121842,2,1,1
LOC111121847,3,2,1
LOC111121852,2,1,1
LOC111121853,2,5,-3
LOC111121855,3,2,1
LOC111121865,2,1,1
LOC111121866,2,1,1
LOC111121868,2,1,1
LOC111121880,2,1,1
LOC111121893,4,3,1
LOC111121901,4,3,1
LOC111121911,3,4,-1
LOC111121913,2,1,1
LOC111121921,4,3,1
LOC111121946,1,2,-1
LOC111121977,4,3,1
LOC111121983,4,3,1
LOC111121984,5,4,1
LOC111121985,0,1,-1
LOC111121989,3,2,1
LOC111121992,0,1,-1
LOC111121993,1,3,-2
LOC111121995,2,1,1
LOC111122008,1,3,-2
LOC111122016,8,6,2
LOC111122050,2,1,1
LOC111122054,2,1,1
LOC111122060,4,5,-1
LOC111122063,1,2,-1
LOC111122066,10,6,4
LOC111122071,2,1,1
LOC111122072,6,3,3
LOC111122108,16,10,6
LOC111122130,4,3,1
LOC111122132,1,2,-1
LOC111122136,7,6,1
LOC111122144,2,1,1
LOC111122145,8,4,4
LOC111122157,2,1,1
LOC111122159,4,3,1
LOC111122160,4,3,1
LOC111122167,3,4,-1
LOC111122182,0,1,-1
LOC111122205,4,2,2
LOC111122214,2,1,1
LOC111122216,2,4,-2
LOC111122220,4,2,2
LOC111122289,2,1,1
LOC111122295,3,1,2
LOC111122296,6,4,2
LOC111122299,4,3,1
LOC111122300,4,3,1
LOC111122301,2,1,1
LOC111122304,2,1,1
LOC111122316,29,17,12
LOC111122317,2,1,1
LOC111122329,7,4,3
LOC111122342,9,8,1
LOC111122350,7,3,4
LOC111122354,4,3,1
LOC111122356,3,2,1
LOC111122365,2,1,1
LOC111122367,2,1,1
LOC111122368,6,5,1
LOC111122377,5,3,2
LOC111122401,5,4,1
LOC111122406,2,1,1
LOC111122408,1,2,-1
LOC111122416,2,1,1
LOC111122419,4,2,2
LOC111122420,1,2,-1
LOC111122446,6,5,1
LOC111122456,3,2,1
LOC111122494,7,5,2
LOC111122496,2,3,-1
LOC111122511,4,3,1
LOC111122514,4,3,1
LOC111122522,4,2,2
LOC111122528,2,1,1
LOC111122540,5,3,2
LOC111122541,2,1,1
LOC111122552,1,3,-2
LOC111122558,3,2,1
LOC111122560,0,1,-1
LOC111122584,3,2,1
LOC111122591,6,5,1
LOC111122596,1,2,-1
LOC111122599,4,2,2
LOC111122602,8,7,1
LOC111122621,2,0,2
LOC111122624,0,1,-1
LOC111122627,4,3,1
LOC111122631,1,0,1
LOC111122632,1,0,1
LOC111122641,3,2,1
LOC111122656,1,2,-1
LOC111122662,2,1,1
LOC111122665,3,2,1
LOC111122670,2,1,1
LOC111122671,3,2,1
LOC111122680,2,1,1
LOC111122684,2,1,1
LOC111122689,5,3,2
LOC111122706,5,3,2
LOC111122713,0,1,-1
LOC111122731,2,3,-1
LOC111122732,4,3,1
LOC111122737,3,2,1
LOC111122745,2,1,1
LOC111122752,9,6,3
LOC111122773,24,14,10
LOC111122781,1,2,-1
LOC111122787,1,2,-1
LOC111122795,4,3,1
LOC111122797,4,2,2
LOC111122801,9,6,3
LOC111122802,3,2,1
LOC111122803,4,3,1
LOC111122804,3,4,-1
LOC111122806,8,5,3
LOC111122811,19,10,9
LOC111122812,0,1,-1
LOC111122814,2,1,1
LOC111122830,4,5,-1
LOC111122837,7,6,1
LOC111122844,0,1,-1
LOC111122852,7,2,5
LOC111122855,2,1,1
LOC111122864,1,2,-1
LOC111122875,4,3,1
LOC111122881,2,4,-2
LOC111122884,1,2,-1
LOC111122895,5,4,1
LOC111122912,2,1,1
LOC111122929,3,2,1
LOC111122940,11,7,4
LOC111122951,3,1,2
LOC111122959,1,2,-1
LOC111122987,4,3,1
LOC111122990,4,3,1
LOC111122992,0,1,-1
LOC111122998,8,6,2
LOC111123006,2,3,-1
LOC111123021,4,3,1
LOC111123027,0,1,-1
LOC111123032,2,1,1
LOC111123041,3,2,1
LOC111123054,2,1,1
LOC111123069,4,3,1
LOC111123092,3,2,1
LOC111123098,3,2,1
LOC111123102,2,1,1
LOC111123122,0,1,-1
LOC111123128,11,8,3
LOC111123130,3,2,1
LOC111123131,2,1,1
LOC111123132,4,1,3
LOC111123135,2,1,1
LOC111123136,2,3,-1
LOC111123141,2,1,1
LOC111123143,3,2,1
LOC111123151,3,2,1
LOC111123177,3,1,2
LOC111123180,4,2,2
LOC111123200,2,1,1
LOC111123204,8,6,2
LOC111123207,7,4,3
LOC111123218,4,3,1
LOC111123231,2,1,1
LOC111123241,10,9,1
LOC111123243,12,7,5
LOC111123246,1,2,-1
LOC111123248,6,4,2
LOC111123253,2,1,1
LOC111123264,9,5,4
LOC111123269,5,4,1
LOC111123273,3,2,1
LOC111123278,4,3,1
LOC111123290,3,1,2
LOC111123294,2,3,-1
LOC111123312,2,1,1
LOC111123321,1,2,-1
LOC111123328,2,3,-1
LOC111123333,3,2,1
LOC111123335,3,1,2
LOC111123341,2,7,-5
LOC111123343,4,2,2
LOC111123353,1,2,-1
LOC111123356,1,2,-1
LOC111123365,2,1,1
LOC111123368,1,3,-2
LOC111123371,3,2,1
LOC111123372,3,1,2
LOC111123390,4,2,2
LOC111123395,2,1,1
LOC111123409,3,4,-1
LOC111123411,2,1,1
LOC111123414,2,1,1
LOC111123415,4,3,1
LOC111123418,3,2,1
LOC111123423,3,2,1
LOC111123430,0,1,-1
LOC111123433,1,2,-1
LOC111123460,11,5,6
LOC111123465,1,0,1
LOC111123472,2,0,2
LOC111123483,15,10,5
LOC111123486,2,7,-5
LOC111123492,20,18,2
LOC111123493,8,5,3
LOC111123497,4,3,1
LOC111123501,1,4,-3
LOC111123513,0,1,-1
LOC111123514,1,2,-1
LOC111123550,7,4,3
LOC111123556,7,6,1
LOC111123558,1,3,-2
LOC111123571,4,2,2
LOC111123575,6,7,-1
LOC111123581,3,2,1
LOC111123597,2,1,1
LOC111123610,12,8,4
LOC111123612,1,3,-2
LOC111123617,3,2,1
LOC111123627,1,2,-1
LOC111123630,2,1,1
LOC111123631,3,4,-1
LOC111123636,2,1,1
LOC111123637,2,1,1
LOC111123640,1,2,-1
LOC111123648,13,10,3
LOC111123651,0,1,-1
LOC111123652,1,2,-1
LOC111123654,1,2,-1
LOC111123656,2,1,1
LOC111123657,7,5,2
LOC111123661,4,2,2
LOC111123663,2,1,1
LOC111123664,6,5,1
LOC111123667,2,1,1
LOC111123669,2,1,1
LOC111123689,1,2,-1
LOC111123691,12,6,6
LOC111123692,5,4,1
LOC111123721,2,1,1
LOC111123731,4,6,-2
LOC111123734,3,2,1
LOC111123743,14,11,3
LOC111123745,2,3,-1
LOC111123749,3,2,1
LOC111123755,3,1,2
LOC111123756,1,2,-1
LOC111123764,3,2,1
LOC111123765,1,2,-1
LOC111123785,2,1,1
LOC111123798,2,1,1
LOC111123802,14,6,8
LOC111123806,7,5,2
LOC111123807,2,1,1
LOC111123814,3,2,1
LOC111123817,3,2,1
LOC111123820,4,3,1
LOC111123821,4,3,1
LOC111123845,2,1,1
LOC111123858,2,1,1
LOC111123865,1,2,-1
LOC111123869,7,6,1
LOC111123883,2,1,1
LOC111123886,2,1,1
LOC111123888,1,2,-1
LOC111123890,27,14,13
LOC111123892,7,6,1
LOC111123894,3,2,1
LOC111123901,5,4,1
LOC111123904,7,4,3
LOC111123905,3,2,1
LOC111123907,5,4,1
LOC111123910,15,13,2
LOC111123912,3,2,1
LOC111123917,2,3,-1
LOC111123920,1,2,-1
LOC111123922,3,2,1
LOC111123926,4,2,2
LOC111123928,4,3,1
LOC111123935,2,1,1
LOC111123938,6,3,3
LOC111123943,2,3,-1
LOC111123945,0,1,-1
LOC111123956,2,1,1
LOC111123960,9,8,1
LOC111123970,6,5,1
LOC111123976,3,2,1
LOC111123979,6,7,-1
LOC111123983,13,12,1
LOC111123993,11,9,2
LOC111123995,3,1,2
LOC111124002,9,6,3
LOC111124011,4,3,1
LOC111124018,6,5,1
LOC111124022,5,2,3
LOC111124025,3,2,1
LOC111124026,12,8,4
LOC111124030,4,3,1
LOC111124036,11,6,5
LOC111124103,0,1,-1
LOC111124124,0,1,-1
LOC111124127,0,1,-1
LOC111124155,2,1,1
LOC111124175,0,1,-1
LOC111124180,0,1,-1
LOC111124256,0,1,-1
LOC111124281,0,1,-1
LOC111124466,16,4,12
LOC111124469,3,4,-1
LOC111124489,3,1,2
LOC111124492,2,1,1
LOC111124493,17,9,8
LOC111124494,11,4,7
LOC111124495,2,5,-3
LOC111124502,3,4,-1
LOC111124513,1,2,-1
LOC111124514,1,2,-1
LOC111124529,4,2,2
LOC111124535,5,3,2
LOC111124554,9,6,3
LOC111124556,3,2,1
LOC111124570,2,1,1
LOC111124575,4,3,1
LOC111124585,3,2,1
LOC111124599,6,5,1
LOC111124609,2,1,1
LOC111124611,2,1,1
LOC111124612,8,5,3
LOC111124613,2,1,1
LOC111124621,5,4,1
LOC111124633,9,7,2
LOC111124635,3,2,1
LOC111124642,19,10,9
LOC111124650,8,4,4
LOC111124658,3,2,1
LOC111124659,3,2,1
LOC111124662,6,2,4
LOC111124666,7,5,2
LOC111124669,3,2,1
LOC111124674,3,4,-1
LOC111124678,1,2,-1
LOC111124680,0,1,-1
LOC111124691,1,0,1
LOC111124692,11,6,5
LOC111124695,6,4,2
LOC111124719,9,7,2
LOC111124720,4,3,1
LOC111124729,5,3,2
LOC111124732,2,1,1
LOC111124747,7,6,1
LOC111124749,2,1,1
LOC111124756,5,4,1
LOC111124760,4,3,1
LOC111124766,2,1,1
LOC111124769,2,1,1
LOC111124773,4,5,-1
LOC111124774,2,1,1
LOC111124779,2,1,1
LOC111124783,1,2,-1
LOC111124785,1,2,-1
LOC111124789,2,1,1
LOC111124808,5,4,1
LOC111124817,2,3,-1
LOC111124835,2,1,1
LOC111124842,3,1,2
LOC111124843,6,5,1
LOC111124850,3,2,1
LOC111124852,3,2,1
LOC111124857,0,1,-1
LOC111124858,0,1,-1
LOC111124859,4,2,2
LOC111124862,9,8,1
LOC111124864,3,1,2
LOC111124865,5,3,2
LOC111124868,4,3,1
LOC111124869,1,2,-1
LOC111124870,2,1,1
LOC111124894,4,3,1
LOC111124900,4,2,2
LOC111124901,2,1,1
LOC111124902,2,1,1
LOC111124904,11,8,3
LOC111124905,3,4,-1
LOC111124908,3,2,1
LOC111124917,4,3,1
LOC111124921,2,3,-1
LOC111124925,0,1,-1
LOC111124930,1,2,-1
LOC111124931,3,2,1
LOC111124933,2,3,-1
LOC111124935,3,2,1
LOC111124936,2,1,1
LOC111124937,4,3,1
LOC111124939,8,6,2
LOC111124942,5,4,1
LOC111124944,15,10,5
LOC111124946,2,1,1
LOC111124952,3,2,1
LOC111124953,4,3,1
LOC111124959,2,1,1
LOC111124962,4,3,1
LOC111124963,2,1,1
LOC111124969,1,2,-1
LOC111124974,1,2,-1
LOC111124985,5,7,-2
LOC111124995,1,2,-1
LOC111124999,6,5,1
LOC111125000,2,1,1
LOC111125004,6,3,3
LOC111125011,2,1,1
LOC111125013,3,2,1
LOC111125018,6,5,1
LOC111125027,4,3,1
LOC111125032,8,5,3
LOC111125039,1,0,1
LOC111125044,2,3,-1
LOC111125047,4,3,1
LOC111125055,6,3,3
LOC111125060,2,1,1
LOC111125061,4,3,1
LOC111125063,2,1,1
LOC111125082,1,0,1
LOC111125084,4,3,1
LOC111125086,3,1,2
LOC111125089,5,4,1
LOC111125102,2,1,1
LOC111125108,2,1,1
LOC111125110,2,1,1
LOC111125116,5,2,3
LOC111125119,3,2,1
LOC111125122,4,2,2
LOC111125124,5,4,1
LOC111125125,1,2,-1
LOC111125134,6,3,3
LOC111125149,1,2,-1
LOC111125151,3,2,1
LOC111125153,1,3,-2
LOC111125156,2,1,1
LOC111125160,2,1,1
LOC111125161,2,1,1
LOC111125170,2,1,1
LOC111125174,2,1,1
LOC111125181,1,2,-1
LOC111125185,0,1,-1
LOC111125187,2,1,1
LOC111125194,5,4,1
LOC111125199,4,2,2
LOC111125208,3,5,-2
LOC111125211,2,1,1
LOC111125219,3,1,2
LOC111125224,9,6,3
LOC111125230,6,4,2
LOC111125242,4,3,1
LOC111125257,0,1,-1
LOC111125260,1,2,-1
LOC111125265,1,3,-2
LOC111125268,3,2,1
LOC111125277,5,3,2
LOC111125284,5,4,1
LOC111125285,2,1,1
LOC111125298,4,3,1
LOC111125306,5,4,1
LOC111125308,4,2,2
LOC111125314,5,3,2
LOC111125317,1,2,-1
LOC111125320,21,13,8
LOC111125326,2,1,1
LOC111125329,2,1,1
LOC111125330,25,8,17
LOC111125336,2,4,-2
LOC111125338,2,3,-1
LOC111125344,2,1,1
LOC111125345,2,1,1
LOC111125347,5,7,-2
LOC111125355,4,2,2
LOC111125365,4,1,3
LOC111125372,7,6,1
LOC111125375,9,8,1
LOC111125378,2,1,1
LOC111125388,2,1,1
LOC111125391,8,5,3
LOC111125394,1,3,-2
LOC111125395,4,1,3
LOC111125401,2,1,1
LOC111125403,4,2,2
LOC111125411,2,1,1
LOC111125414,1,0,1
LOC111125422,1,0,1
LOC111125431,3,1,2
LOC111125432,2,1,1
LOC111125433,4,3,1
LOC111125437,8,5,3
LOC111125441,4,1,3
LOC111125443,5,4,1
LOC111125445,2,1,1
LOC111125450,11,8,3
LOC111125451,2,1,1
LOC111125453,2,1,1
LOC111125463,28,11,17
LOC111125473,4,2,2
LOC111125481,1,3,-2
LOC111125484,4,3,1
LOC111125488,4,2,2
LOC111125490,4,2,2
LOC111125494,3,2,1
LOC111125497,0,1,-1
LOC111125504,8,4,4
LOC111125513,3,2,1
LOC111125514,2,1,1
LOC111125524,4,2,2
LOC111125535,1,3,-2
LOC111125544,6,5,1
LOC111125559,1,2,-1
LOC111125567,7,4,3
LOC111125570,4,5,-1
LOC111125576,3,2,1
LOC111125577,7,4,3
LOC111125587,0,1,-1
LOC111125590,5,4,1
LOC111125594,3,6,-3
LOC111125599,3,2,1
LOC111125608,1,0,1
LOC111125615,2,1,1
LOC111125623,3,2,1
LOC111125624,2,1,1
LOC111125629,7,5,2
LOC111125632,2,1,1
LOC111125634,6,3,3
LOC111125638,2,1,1
LOC111125639,4,3,1
LOC111125640,1,2,-1
LOC111125642,1,2,-1
LOC111125646,3,2,1
LOC111125647,3,2,1
LOC111125651,4,3,1
LOC111125656,3,4,-1
LOC111125661,4,2,2
LOC111125662,6,4,2
LOC111125663,9,4,5
LOC111125664,6,5,1
LOC111125672,2,1,1
LOC111125673,3,2,1
LOC111125677,3,2,1
LOC111125678,2,1,1
LOC111125710,2,1,1
LOC111125717,3,4,-1
LOC111125720,4,2,2
LOC111125727,5,4,1
LOC111125733,2,1,1
LOC111125735,5,4,1
LOC111125740,5,3,2
LOC111125752,3,2,1
LOC111125764,15,9,6
LOC111125792,1,2,-1
LOC111125795,4,1,3
LOC111125797,4,1,3
LOC111125799,4,3,1
LOC111125802,9,6,3
LOC111125803,4,2,2
LOC111125810,2,3,-1
LOC111125820,5,4,1
LOC111125823,2,1,1
LOC111125830,4,2,2
LOC111125833,13,10,3
LOC111125839,7,9,-2
LOC111125854,7,3,4
LOC111125855,2,1,1
LOC111125859,2,1,1
LOC111125861,2,3,-1
LOC111125863,1,2,-1
LOC111125870,4,1,3
LOC111125878,3,2,1
LOC111125880,4,3,1
LOC111125881,3,2,1
LOC111125890,5,4,1
LOC111125897,4,3,1
LOC111125898,2,1,1
LOC111125905,5,4,1
LOC111125906,10,9,1
LOC111125911,4,3,1
LOC111125923,2,1,1
LOC111125930,6,4,2
LOC111125935,2,1,1
LOC111125942,17,10,7
LOC111125949,2,1,1
LOC111125951,2,1,1
LOC111125954,3,2,1
LOC111125955,2,1,1
LOC111125956,9,7,2
LOC111125958,6,5,1
LOC111125971,1,2,-1
LOC111125994,2,1,1
LOC111125997,2,3,-1
LOC111126003,2,1,1
LOC111126007,6,5,1
LOC111126021,2,1,1
LOC111126023,3,2,1
LOC111126026,2,1,1
LOC111126031,2,1,1
LOC111126043,4,1,3
LOC111126054,5,2,3
LOC111126067,2,1,1
LOC111126076,4,2,2
LOC111126086,2,1,1
LOC111126091,1,2,-1
LOC111126094,2,1,1
LOC111126103,2,1,1
LOC111126130,3,2,1
LOC111126136,4,3,1
LOC111126145,8,5,3
LOC111126149,5,3,2
LOC111126153,0,1,-1
LOC111126165,3,2,1
LOC111126166,2,3,-1
LOC111126169,1,3,-2
LOC111126172,2,3,-1
LOC111126180,1,2,-1
LOC111126189,2,1,1
LOC111126196,2,1,1
LOC111126197,3,2,1
LOC111126203,3,2,1
LOC111126223,4,2,2
LOC111126230,3,2,1
LOC111126232,2,1,1
LOC111126241,2,1,1
LOC111126248,2,1,1
LOC111126251,5,4,1
LOC111126252,3,4,-1
LOC111126253,3,2,1
LOC111126257,3,2,1
LOC111126274,2,3,-1
LOC111126286,0,1,-1
LOC111126293,3,2,1
LOC111126304,1,2,-1
LOC111126309,3,2,1
LOC111126326,2,1,1
LOC111126327,3,2,1
LOC111126338,3,2,1
LOC111126352,14,8,6
LOC111126360,5,4,1
LOC111126366,2,1,1
LOC111126376,15,13,2
LOC111126380,2,1,1
LOC111126381,4,2,2
LOC111126387,3,2,1
LOC111126395,11,5,6
LOC111126399,3,1,2
LOC111126405,6,4,2
LOC111126407,2,1,1
LOC111126408,4,2,2
LOC111126409,4,2,2
LOC111126412,3,2,1
LOC111126416,5,4,1
LOC111126419,2,1,1
LOC111126421,5,3,2
LOC111126434,2,1,1
LOC111126439,1,2,-1
LOC111126443,2,1,1
LOC111126454,1,2,-1
LOC111126455,13,12,1
LOC111126457,5,4,1
LOC111126459,2,1,1
LOC111126468,2,1,1
LOC111126475,2,1,1
LOC111126476,1,0,1
LOC111126487,3,2,1
LOC111126490,2,1,1
LOC111126502,2,1,1
LOC111126509,1,2,-1
LOC111126514,1,3,-2
LOC111126529,6,4,2
LOC111126543,3,2,1
LOC111126549,3,2,1
LOC111126560,8,7,1
LOC111126574,2,1,1
LOC111126580,4,3,1
LOC111126585,6,5,1
LOC111126586,6,4,2
LOC111126587,7,5,2
LOC111126594,0,1,-1
LOC111126599,3,1,2
LOC111126605,5,3,2
LOC111126606,3,4,-1
LOC111126624,6,4,2
LOC111126636,3,2,1
LOC111126640,1,0,1
LOC111126644,1,2,-1
LOC111126645,4,1,3
LOC111126659,3,2,1
LOC111126669,3,2,1
LOC111126671,1,2,-1
LOC111126672,2,1,1
LOC111126673,8,4,4
LOC111126676,3,2,1
LOC111126680,3,4,-1
LOC111126682,4,3,1
LOC111126685,0,1,-1
LOC111126691,2,1,1
LOC111126693,5,3,2
LOC111126694,2,3,-1
LOC111126711,3,2,1
LOC111126715,3,2,1
LOC111126719,1,2,-1
LOC111126734,2,1,1
LOC111126755,0,1,-1
LOC111126759,2,1,1
LOC111126760,4,3,1
LOC111126761,6,3,3
LOC111126771,3,2,1
LOC111126772,2,1,1
LOC111126788,4,3,1
LOC111126791,7,5,2
LOC111126798,5,3,2
LOC111126804,5,4,1
LOC111126809,5,4,1
LOC111126810,11,8,3
LOC111126828,16,9,7
LOC111126842,2,3,-1
LOC111126856,1,2,-1
LOC111126867,0,1,-1
LOC111126873,2,1,1
LOC111126875,4,2,2
LOC111126882,2,3,-1
LOC111126888,5,4,1
LOC111126901,4,1,3
LOC111126903,2,3,-1
LOC111126905,2,1,1
LOC111126914,4,1,3
LOC111126918,3,1,2
LOC111126932,1,2,-1
LOC111126935,2,1,1
LOC111126961,4,2,2
LOC111126964,2,1,1
LOC111126972,3,2,1
LOC111126976,2,1,1
LOC111127004,2,5,-3
LOC111127010,6,4,2
LOC111127013,2,1,1
LOC111127021,2,1,1
LOC111127032,3,2,1
LOC111127043,5,2,3
LOC111127048,5,4,1
LOC111127049,4,2,2
LOC111127051,3,2,1
LOC111127053,2,1,1
LOC111127063,0,1,-1
LOC111127067,2,1,1
LOC111127079,4,3,1
LOC111127081,2,1,1
LOC111127083,1,0,1
LOC111127085,2,1,1
LOC111127091,3,2,1
LOC111127092,1,0,1
LOC111127097,2,3,-1
LOC111127107,6,4,2
LOC111127113,0,1,-1
LOC111127117,6,2,4
LOC111127118,3,2,1
LOC111127124,5,4,1
LOC111127137,3,2,1
LOC111127139,4,3,1
LOC111127145,4,3,1
LOC111127146,6,5,1
LOC111127158,1,3,-2
LOC111127160,3,2,1
LOC111127166,2,1,1
LOC111127178,4,3,1
LOC111127180,1,3,-2
LOC111127181,0,1,-1
LOC111127193,2,3,-1
LOC111127196,2,1,1
LOC111127211,2,1,1
LOC111127212,1,2,-1
LOC111127214,2,1,1
LOC111127220,4,2,2
LOC111127221,2,1,1
LOC111127222,1,2,-1
LOC111127223,2,1,1
LOC111127234,3,1,2
LOC111127236,1,2,-1
LOC111127246,0,1,-1
LOC111127260,3,1,2
LOC111127264,3,2,1
LOC111127287,0,1,-1
LOC111127290,1,2,-1
LOC111127309,3,1,2
LOC111127310,6,3,3
LOC111127311,3,2,1
LOC111127340,1,0,1
LOC111127351,7,5,2
LOC111127356,3,2,1
LOC111127357,1,2,-1
LOC111127366,3,2,1
LOC111127370,3,1,2
LOC111127373,0,1,-1
LOC111127413,2,3,-1
LOC111127414,4,3,1
LOC111127415,3,1,2
LOC111127424,3,2,1
LOC111127436,1,2,-1
LOC111127476,3,1,2
LOC111127479,2,1,1
LOC111127485,2,1,1
LOC111127487,6,4,2
LOC111127488,2,1,1
LOC111127489,2,1,1
LOC111127491,1,2,-1
LOC111127494,2,1,1
LOC111127498,4,3,1
LOC111127510,5,4,1
