gene_name,transcript_counts.S12M,transcript_counts.S23M,transcript_counts.S31M,transcript_counts.S48M,transcript_counts.S59M,transcript_counts.S9M,exposed_males_sum_transcript_counts,exposed_males_median_transcript_counts,exposed_males_mean_transcript_counts,exposed_males_max_transcript_counts,exposed_males_min_transcript_counts,exposed_males_std_dev_transcript_counts
LOC111099600,1,3,1,2,1,1,9,1,1.5,3,1,0.836660026534076
LOC111099601,1,1,2,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099602,1,1,0,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099603,4,3,2,3,9,2,23,3,3.83333333333333,9,2,2.63944438597722
LOC111099604,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099605,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099606,1,0,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099607,0,1,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099608,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099609,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099610,3,2,2,2,5,1,15,2,2.5,5,1,1.37840487520902
LOC111099611,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099612,3,3,3,3,3,3,18,3,3,3,3,0
LOC111099613,2,2,2,2,2,2,12,2,2,2,2,0
LOC111099614,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099615,3,3,4,4,3,5,22,3.5,3.66666666666667,5,3,0.816496580927726
LOC111099616,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099617,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099618,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099619,1,0,0,0,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099620,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099621,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099622,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099623,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099624,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099625,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099626,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099627,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099628,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099629,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099630,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099631,2,2,2,2,2,2,12,2,2,2,2,0
LOC111099632,0,0,0,1,0,3,4,0,0.666666666666667,3,0,1.211060141639
LOC111099633,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099634,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099635,1,1,0,0,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111099636,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099637,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099638,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099639,3,2,2,2,3,2,14,2,2.33333333333333,3,2,0.516397779494322
LOC111099640,0,1,0,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099641,0,1,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099642,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099643,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099644,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099645,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099646,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099647,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099648,2,1,1,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111099649,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099650,2,1,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099651,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099652,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099653,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099654,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099655,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099656,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099657,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099658,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099659,2,2,2,2,3,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111099660,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099661,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099662,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099663,1,2,2,2,1,3,11,2,1.83333333333333,3,1,0.752772652709081
LOC111099664,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099665,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099666,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099667,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099668,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099669,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099670,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099671,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099672,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099673,0,1,0,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099674,3,1,1,3,2,1,11,1.5,1.83333333333333,3,1,0.983192080250175
LOC111099675,1,1,1,2,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099676,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099677,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099678,1,1,2,3,1,1,9,1,1.5,3,1,0.836660026534076
LOC111099679,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099680,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099681,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099682,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099683,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099684,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099685,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099686,0,0,0,0,0,1,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099687,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099688,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099689,0,0,2,0,0,2,4,0,0.666666666666667,2,0,1.03279555898864
LOC111099690,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099691,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099692,3,4,1,6,6,3,23,3.5,3.83333333333333,6,1,1.94079021706795
LOC111099693,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099694,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099695,1,0,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099696,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099697,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099698,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099699,0,0,0,0,0,1,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099700,2,1,1,2,3,1,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111099701,3,3,3,3,3,3,18,3,3,3,3,0
LOC111099702,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099703,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099704,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099705,1,0,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099706,1,0,0,1,2,2,6,1,1,2,0,0.894427190999916
LOC111099707,0,1,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099708,0,1,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099709,2,2,1,1,0,2,8,1.5,1.33333333333333,2,0,0.816496580927726
LOC111099710,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099711,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099712,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099713,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099714,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099715,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099716,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099717,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099718,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099719,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099720,1,1,0,0,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099721,3,3,1,3,4,3,17,3,2.83333333333333,4,1,0.983192080250175
LOC111099722,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099723,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099724,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099725,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099726,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099727,1,1,2,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111099728,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099729,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099730,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099731,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099732,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099733,1,1,2,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099734,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099735,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099736,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099737,6,4,5,6,5,5,31,5,5.16666666666667,6,4,0.752772652709081
LOC111099738,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099739,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099740,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099741,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099742,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099743,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099744,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099745,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099746,3,4,2,3,4,2,18,3,3,4,2,0.894427190999916
LOC111099747,5,5,4,4,3,4,25,4,4.16666666666667,5,3,0.752772652709081
LOC111099748,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099749,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099750,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099751,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099752,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099753,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099754,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099755,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099756,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099757,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099758,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099759,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099760,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099761,0,0,1,0,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099762,0,1,1,0,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111099763,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099764,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099765,1,1,4,1,0,1,8,1,1.33333333333333,4,0,1.36626010212795
LOC111099766,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099767,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099768,1,0,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099769,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099770,2,2,2,2,1,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111099771,5,5,4,5,4,5,28,5,4.66666666666667,5,4,0.516397779494322
LOC111099772,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111099773,3,4,4,4,3,4,22,4,3.66666666666667,4,3,0.516397779494322
LOC111099774,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099775,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099776,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099777,1,2,2,2,2,1,10,2,1.66666666666667,2,1,0.516397779494322
LOC111099778,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099779,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099780,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099781,3,3,2,3,3,4,18,3,3,4,2,0.632455532033676
LOC111099782,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099783,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099784,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099785,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099786,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099787,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099788,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099789,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099790,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111099791,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099792,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099793,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099794,5,5,5,4,3,4,26,4.5,4.33333333333333,5,3,0.816496580927726
LOC111099795,1,2,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099796,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099797,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099798,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099799,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099800,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099801,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099802,1,2,1,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111099803,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099804,1,1,0,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111099805,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099806,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099807,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099808,2,2,1,2,2,1,10,2,1.66666666666667,2,1,0.516397779494322
LOC111099809,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099810,0,1,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099811,0,0,0,1,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099812,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111099813,0,1,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099814,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099815,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099816,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099817,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099818,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099819,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099820,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099821,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099822,1,2,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111099823,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099824,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099825,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099826,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099827,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099828,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099829,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099830,1,1,3,0,3,3,11,2,1.83333333333333,3,0,1.32916013582513
LOC111099831,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099832,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099833,0,0,1,0,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099834,0,0,1,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099835,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099836,0,0,0,0,1,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099837,0,0,1,0,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099838,0,0,1,0,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099839,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099840,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099841,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099842,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099843,1,1,1,0,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099844,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099845,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099846,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099847,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099848,0,1,1,0,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099849,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099850,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099851,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099852,2,0,0,0,0,0,2,0,0.333333333333333,2,0,0.816496580927726
LOC111099853,1,0,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099854,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099855,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099856,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099857,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099858,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099859,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099860,0,1,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099861,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099862,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099863,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099864,2,2,2,2,2,2,12,2,2,2,2,0
LOC111099865,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099866,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099867,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099868,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099869,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099870,8,2,1,4,8,5,28,4.5,4.66666666666667,8,1,2.94392028877595
LOC111099871,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099872,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099873,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099874,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099875,1,1,0,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099876,1,1,0,0,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099877,1,1,0,0,0,2,4,0.5,0.666666666666667,2,0,0.816496580927726
LOC111099878,2,2,1,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111099879,1,2,2,2,1,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111099880,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099881,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099882,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099883,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099884,2,2,2,2,2,2,12,2,2,2,2,0
LOC111099885,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099886,3,4,4,4,4,3,22,4,3.66666666666667,4,3,0.516397779494322
LOC111099887,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099888,3,4,3,3,4,3,20,3,3.33333333333333,4,3,0.516397779494322
LOC111099889,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099890,1,0,1,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111099891,0,0,0,0,0,1,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099892,2,2,2,3,5,3,17,2.5,2.83333333333333,5,2,1.16904519445001
LOC111099893,2,0,0,0,0,1,3,0,0.5,2,0,0.836660026534076
LOC111099894,1,0,1,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099895,2,2,2,2,3,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111099896,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099897,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099898,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099899,1,2,2,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111099900,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099901,1,0,1,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111099902,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099903,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099904,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099905,4,0,0,0,3,0,7,0,1.16666666666667,4,0,1.83484785926972
LOC111099906,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099907,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099908,0,1,0,0,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099909,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099910,2,2,1,2,1,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111099911,2,2,1,4,3,1,13,2,2.16666666666667,4,1,1.16904519445001
LOC111099912,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099913,1,2,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111099914,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099915,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099916,3,2,3,2,1,3,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111099917,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099918,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099919,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099920,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099921,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099922,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099923,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099924,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099925,1,2,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111099926,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099927,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099928,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099929,5,7,3,5,6,8,34,5.5,5.66666666666667,8,3,1.75119007154183
LOC111099930,0,0,0,0,0,0,0,0,0,0,0,0
LOC111099931,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099932,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099933,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099934,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099935,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099936,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099937,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099938,0,0,1,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099939,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099940,1,0,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099941,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099942,0,1,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099943,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099944,0,0,1,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111099945,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099946,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099947,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099948,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111099949,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099950,0,0,0,0,1,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099951,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111099952,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111099953,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099954,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099955,1,1,0,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111099956,1,1,2,1,3,1,9,1,1.5,3,1,0.836660026534076
LOC111099957,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099958,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099959,2,2,2,2,2,2,12,2,2,2,2,0
LOC111099960,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099961,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099962,1,1,0,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111099963,2,1,1,1,0,1,6,1,1,2,0,0.632455532033676
LOC111099964,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099965,2,2,2,1,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111099966,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099967,1,1,2,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111099968,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099969,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099970,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099971,0,0,1,0,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099972,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099973,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099974,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099975,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099976,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099977,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099978,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099979,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099980,6,6,1,12,9,5,39,6,6.5,12,1,3.72827037646145
LOC111099981,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099982,2,2,2,2,2,2,12,2,2,2,2,0
LOC111099983,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099984,1,0,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111099985,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099986,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099987,1,1,1,2,1,4,10,1,1.66666666666667,4,1,1.211060141639
LOC111099988,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099989,1,1,1,1,1,1,6,1,1,1,1,0
LOC111099990,1,1,1,1,1,1,6,1,1,1,1,0
