gene_name,transcript_counts.S12M,transcript_counts.S23M,transcript_counts.S31M,transcript_counts.S48M,transcript_counts.S59M,transcript_counts.S9M,exposed_males_sum_transcript_counts,exposed_males_median_transcript_counts,exposed_males_mean_transcript_counts,exposed_males_max_transcript_counts,exposed_males_min_transcript_counts,exposed_males_std_dev_transcript_counts
LOC111114314,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114315,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114316,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114317,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114318,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114319,1,1,0,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114320,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114321,0,0,0,1,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114322,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114323,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114324,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114325,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114326,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114327,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114328,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114329,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114330,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114331,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114332,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114333,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114334,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114335,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114336,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114337,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114338,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114339,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114340,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114341,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114342,0,0,0,0,1,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114343,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114344,0,1,1,0,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111114345,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114346,3,2,2,3,2,2,14,2,2.33333333333333,3,2,0.516397779494322
LOC111114347,4,4,1,5,7,3,24,4,4,7,1,2
LOC111114348,2,1,1,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114349,1,0,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114350,0,0,1,0,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111114351,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114352,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114353,0,1,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114354,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114355,0,0,1,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114356,1,0,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114357,0,0,0,0,0,0,0,0,0,0,0,0
LOC111114358,0,0,0,0,0,0,0,0,0,0,0,0
LOC111114359,1,0,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114360,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114361,0,0,0,0,0,0,0,0,0,0,0,0
LOC111114362,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114363,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114364,1,0,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114365,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114366,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114367,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114368,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114369,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114370,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114371,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114372,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114373,1,0,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114374,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114375,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114376,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114377,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114378,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114379,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114380,0,0,0,0,1,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114381,1,1,1,0,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114382,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114383,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114384,0,0,1,0,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111114385,1,1,1,0,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114386,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114387,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114388,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114389,0,0,0,1,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114390,1,1,0,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114391,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114392,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114393,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114394,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114395,1,0,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114396,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114397,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114398,0,1,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114399,0,0,1,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114400,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114401,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114402,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114403,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114404,1,1,1,0,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114405,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114406,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114407,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114408,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114409,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114410,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114411,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114412,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114413,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114414,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114415,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114416,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114417,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114418,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114419,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114420,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114421,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114422,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114423,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114424,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114425,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114426,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114427,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114428,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114429,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114430,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114431,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114432,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114433,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114434,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114435,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114436,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114437,1,1,0,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114438,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114439,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114440,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114441,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114442,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114443,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114444,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114445,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114446,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114447,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114448,3,3,3,2,3,4,18,3,3,4,2,0.632455532033676
LOC111114449,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114450,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114451,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114452,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114453,2,2,2,3,1,2,12,2,2,3,1,0.632455532033676
LOC111114454,1,2,1,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114455,3,2,1,2,2,2,12,2,2,3,1,0.632455532033676
LOC111114456,2,2,2,2,3,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111114457,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114458,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114459,2,3,4,3,1,3,16,3,2.66666666666667,4,1,1.03279555898864
LOC111114460,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114461,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114462,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114463,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114464,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114465,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114466,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114467,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114468,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114469,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114470,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114471,2,2,1,1,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111114472,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114473,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114474,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114475,1,3,1,3,2,2,12,2,2,3,1,0.894427190999916
LOC111114476,1,2,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114477,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114478,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114479,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114480,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114481,1,1,0,0,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114482,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114483,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114484,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114485,1,2,1,1,3,2,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111114486,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111114487,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114488,4,5,2,2,2,3,18,2.5,3,5,2,1.26491106406735
LOC111114489,2,1,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114490,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111114491,1,1,3,2,1,1,9,1,1.5,3,1,0.836660026534076
LOC111114492,1,1,1,3,1,1,8,1,1.33333333333333,3,1,0.816496580927726
LOC111114493,1,1,2,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114494,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114495,2,3,0,0,3,0,8,1,1.33333333333333,3,0,1.50554530541816
LOC111114496,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114497,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114498,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114499,3,0,3,3,2,3,14,3,2.33333333333333,3,0,1.211060141639
LOC111114500,1,1,1,1,2,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114501,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114502,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114503,2,1,2,1,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114504,1,0,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114505,1,1,2,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114506,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114507,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114508,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114509,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114510,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114511,1,0,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114512,0,0,0,0,0,0,0,0,0,0,0,0
LOC111114513,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111114514,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114515,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114516,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114517,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114518,1,2,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114519,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114520,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114521,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114522,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114523,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114524,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114525,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114526,2,1,1,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111114527,1,2,1,1,2,2,9,1.5,1.5,2,1,0.547722557505166
LOC111114528,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114529,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114530,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114531,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114532,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114533,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114534,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114535,2,3,1,2,2,2,12,2,2,3,1,0.632455532033676
LOC111114536,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114537,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114538,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114539,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114540,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114541,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114542,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114543,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114544,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114545,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114546,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114547,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114548,3,3,2,2,2,3,15,2.5,2.5,3,2,0.547722557505166
LOC111114549,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114550,2,1,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111114551,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114552,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114553,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114554,7,9,8,9,10,8,51,8.5,8.5,10,7,1.04880884817015
LOC111114555,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114556,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114557,0,1,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114558,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114559,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114560,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114561,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114562,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111114563,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114564,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114565,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114566,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114567,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114568,2,2,1,1,0,2,8,1.5,1.33333333333333,2,0,0.816496580927726
LOC111114569,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114570,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114571,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114572,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114573,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114574,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114575,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114576,2,1,2,2,2,1,10,2,1.66666666666667,2,1,0.516397779494322
LOC111114577,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114578,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114579,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114580,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114581,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114582,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114583,1,2,3,3,3,3,15,3,2.5,3,1,0.836660026534076
LOC111114584,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114585,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114586,3,2,3,3,3,3,17,3,2.83333333333333,3,2,0.408248290463863
LOC111114587,1,3,1,1,2,2,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111114588,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114589,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114590,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114591,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114592,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114593,2,1,1,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111114594,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114595,3,3,3,3,3,3,18,3,3,3,3,0
LOC111114596,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114597,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114598,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114599,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114600,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114601,3,2,2,3,3,2,15,2.5,2.5,3,2,0.547722557505166
LOC111114602,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114603,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114604,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114605,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114606,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114607,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114608,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114609,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114610,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114611,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114612,1,0,0,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114613,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111114614,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114615,2,1,2,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111114616,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114617,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114618,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114619,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114620,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114621,3,3,1,1,2,1,11,1.5,1.83333333333333,3,1,0.983192080250175
LOC111114622,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114623,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114624,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114625,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114626,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114627,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114628,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114629,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114630,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114631,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114632,2,2,2,1,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111114633,3,3,3,2,3,2,16,3,2.66666666666667,3,2,0.516397779494322
LOC111114634,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114635,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114636,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114637,1,1,0,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114638,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114639,1,1,1,0,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114640,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114641,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114642,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114643,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114644,2,1,1,2,2,3,11,2,1.83333333333333,3,1,0.752772652709081
LOC111114645,0,0,1,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114646,2,2,2,2,1,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111114647,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114648,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114649,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114650,3,3,3,3,2,3,17,3,2.83333333333333,3,2,0.408248290463863
LOC111114651,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114652,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114653,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114654,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114655,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114656,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114657,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114658,0,0,1,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111114659,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114660,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114661,1,2,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114662,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114663,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114664,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114665,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114666,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114667,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114668,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114669,4,4,3,4,2,3,20,3.5,3.33333333333333,4,2,0.816496580927726
LOC111114670,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114671,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114672,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114673,4,4,3,4,3,3,21,3.5,3.5,4,3,0.547722557505166
LOC111114674,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114675,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114676,2,3,2,2,2,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111114677,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114678,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114679,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114680,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114681,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114682,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114683,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114684,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114685,1,0,1,1,2,1,6,1,1,2,0,0.632455532033676
LOC111114686,0,0,1,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111114687,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114688,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114689,3,2,3,3,2,3,16,3,2.66666666666667,3,2,0.516397779494322
LOC111114690,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114691,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111114692,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111114693,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114694,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114695,2,1,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114696,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114697,1,0,1,0,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111114698,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114699,2,2,2,2,2,2,12,2,2,2,2,0
LOC111114700,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114701,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114702,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114703,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114704,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114705,1,1,1,2,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111114706,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114707,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114708,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114709,0,1,1,1,1,2,6,1,1,2,0,0.632455532033676
LOC111114710,1,1,1,1,1,1,6,1,1,1,1,0
LOC111114711,3,2,3,2,2,2,14,2,2.33333333333333,3,2,0.516397779494322
