gene_name,control_females_max_transcript_counts,exposed_females_max_transcript_counts,difference
LOC111128656,4,1,3
LOC111128660,3,1,2
LOC111128668,1,2,-1
LOC111128686,0,1,-1
LOC111128698,9,7,2
LOC111128713,3,2,1
LOC111128721,7,6,1
LOC111128722,3,4,-1
LOC111128725,3,4,-1
LOC111128734,8,6,2
LOC111128746,9,6,3
LOC111128760,1,0,1
LOC111128761,3,2,1
LOC111128771,1,2,-1
LOC111128790,2,3,-1
LOC111128803,10,9,1
LOC111128821,7,5,2
LOC111128827,3,1,2
LOC111128838,5,4,1
LOC111128852,5,4,1
LOC111128871,11,8,3
LOC111128873,2,4,-2
LOC111128878,8,7,1
LOC111128883,18,16,2
LOC111128913,5,4,1
LOC111128914,2,1,1
LOC111128917,2,1,1
LOC111128928,3,2,1
LOC111128933,8,7,1
LOC111128979,11,10,1
LOC111128990,5,4,1
LOC111128999,2,1,1
LOC111129007,3,4,-1
LOC111129023,4,2,2
LOC111129025,2,1,1
LOC111129041,2,1,1
LOC111129045,0,1,-1
LOC111129075,0,1,-1
LOC111129076,3,4,-1
LOC111129079,4,3,1
LOC111129088,14,13,1
LOC111129092,6,5,1
LOC111129094,5,6,-1
LOC111129123,1,2,-1
LOC111129131,8,5,3
LOC111129135,1,0,1
LOC111129162,20,17,3
LOC111129163,5,4,1
LOC111129177,8,9,-1
LOC111129193,5,4,1
LOC111129198,2,1,1
LOC111129214,2,1,1
LOC111129230,0,2,-2
LOC111129252,4,3,1
LOC111129267,5,2,3
LOC111129269,6,4,2
LOC111129275,1,2,-1
LOC111129334,7,6,1
LOC111129337,3,2,1
LOC111129348,6,5,1
LOC111129352,6,5,1
LOC111129376,4,3,1
LOC111129377,3,2,1
LOC111129393,1,2,-1
LOC111129397,3,2,1
LOC111129402,1,3,-2
LOC111129422,1,0,1
LOC111129431,3,2,1
LOC111129432,2,3,-1
LOC111129449,1,0,1
LOC111129459,5,1,4
LOC111129471,2,0,2
LOC111129473,3,1,2
LOC111129478,5,3,2
LOC111129480,2,1,1
LOC111129492,2,1,1
LOC111129499,5,6,-1
LOC111129510,1,0,1
LOC111129512,8,5,3
LOC111129523,1,2,-1
LOC111129549,1,0,1
LOC111129630,1,0,1
LOC111129634,1,0,1
LOC111129646,0,1,-1
LOC111129668,1,2,-1
LOC111129693,6,5,1
LOC111129854,1,0,1
LOC111129899,9,8,1
LOC111129906,3,2,1
LOC111129912,4,3,1
LOC111129914,2,3,-1
LOC111129922,3,4,-1
LOC111129930,2,3,-1
LOC111129967,6,5,1
LOC111129974,1,2,-1
LOC111129975,23,22,1
LOC111129993,0,1,-1
LOC111130004,2,1,1
LOC111130021,3,2,1
LOC111130063,4,3,1
LOC111130107,6,5,1
LOC111130110,2,3,-1
LOC111130111,6,4,2
LOC111130114,2,3,-1
LOC111130126,2,1,1
LOC111130132,1,0,1
LOC111130136,2,1,1
LOC111130148,1,2,-1
LOC111130153,2,3,-1
LOC111130159,2,1,1
LOC111130168,2,3,-1
LOC111130175,3,2,1
LOC111130179,3,2,1
LOC111130194,6,5,1
LOC111130197,1,2,-1
LOC111130202,1,0,1
LOC111130203,4,3,1
LOC111130209,4,3,1
LOC111130211,2,1,1
LOC111130224,1,2,-1
LOC111130248,2,1,1
LOC111130249,4,3,1
LOC111130250,2,3,-1
LOC111130267,4,3,1
LOC111130273,3,2,1
LOC111130286,5,6,-1
LOC111130297,23,30,-7
LOC111130304,2,1,1
LOC111130306,2,3,-1
LOC111130316,3,2,1
LOC111130317,2,3,-1
LOC111130323,6,4,2
LOC111130332,6,5,1
LOC111130338,9,8,1
LOC111130339,2,1,1
LOC111130340,3,4,-1
LOC111130343,7,6,1
LOC111130345,3,4,-1
LOC111130353,12,13,-1
LOC111130369,5,7,-2
LOC111130375,3,4,-1
LOC111130382,1,0,1
LOC111130384,5,4,1
LOC111130387,2,3,-1
LOC111130388,2,1,1
LOC111130390,3,2,1
LOC111130398,7,6,1
LOC111130400,2,3,-1
LOC111130408,4,5,-1
LOC111130420,2,1,1
LOC111130427,2,1,1
LOC111130484,5,3,2
LOC111130487,13,15,-2
LOC111130494,0,1,-1
LOC111130506,2,1,1
LOC111130518,4,3,1
LOC111130556,1,0,1
LOC111130574,4,3,1
LOC111130578,1,2,-1
LOC111130579,4,3,1
LOC111130597,2,1,1
LOC111130616,0,1,-1
LOC111130631,0,1,-1
LOC111130648,2,1,1
LOC111130651,4,6,-2
LOC111130652,2,1,1
LOC111130673,7,5,2
LOC111130700,3,2,1
LOC111130704,9,8,1
LOC111130720,3,2,1
LOC111130739,4,3,1
LOC111130761,4,3,1
LOC111130781,2,1,1
LOC111130797,3,2,1
LOC111130853,4,3,1
LOC111130871,2,1,1
LOC111130872,2,1,1
LOC111130892,2,3,-1
LOC111130917,2,1,1
LOC111130943,2,3,-1
LOC111130951,7,8,-1
LOC111130964,1,2,-1
LOC111130972,1,2,-1
LOC111130996,3,1,2
LOC111131028,4,2,2
LOC111131031,3,4,-1
LOC111131060,2,1,1
LOC111131080,4,5,-1
LOC111131099,16,17,-1
LOC111131114,2,1,1
LOC111131133,2,1,1
LOC111131137,3,2,1
LOC111131143,3,2,1
LOC111131147,14,15,-1
LOC111131152,0,1,-1
LOC111131157,2,1,1
LOC111131173,1,2,-1
LOC111131199,2,1,1
LOC111131213,2,1,1
LOC111131217,2,1,1
LOC111131220,5,4,1
LOC111131232,10,9,1
LOC111131233,0,1,-1
LOC111131237,1,2,-1
LOC111131249,2,1,1
LOC111131266,9,7,2
LOC111131294,3,1,2
LOC111131301,13,12,1
LOC111131305,2,1,1
LOC111131312,2,1,1
LOC111131361,1,2,-1
LOC111131388,2,1,1
LOC111131389,2,3,-1
LOC111131396,3,2,1
LOC111131397,5,4,1
LOC111131418,6,7,-1
LOC111131430,2,1,1
LOC111131437,16,17,-1
LOC111131447,5,3,2
LOC111131452,1,0,1
LOC111131469,1,0,1
LOC111131474,3,2,1
LOC111131477,2,1,1
LOC111131489,4,3,1
LOC111131490,4,2,2
LOC111131505,12,11,1
LOC111131516,1,2,-1
LOC111131519,3,2,1
LOC111131550,2,1,1
LOC111131560,1,2,-1
LOC111131563,16,14,2
LOC111131568,1,3,-2
LOC111131584,1,0,1
LOC111131606,0,1,-1
LOC111131629,1,2,-1
LOC111131661,8,5,3
LOC111131679,2,1,1
LOC111131689,0,2,-2
LOC111131725,2,1,1
LOC111131726,6,5,1
LOC111131765,3,2,1
LOC111131785,3,2,1
LOC111131789,2,1,1
LOC111131793,1,2,-1
LOC111131805,8,7,1
LOC111131846,1,2,-1
LOC111131855,3,1,2
LOC111131871,20,18,2
LOC111131872,5,4,1
LOC111131963,5,4,1
LOC111132029,3,2,1
LOC111132100,3,1,2
LOC111132107,7,6,1
LOC111132115,2,6,-4
LOC111132161,3,1,2
LOC111132178,7,6,1
LOC111132200,4,3,1
LOC111132201,2,1,1
LOC111132213,6,3,3
LOC111132236,0,1,-1
LOC111132253,0,1,-1
LOC111132269,3,2,1
LOC111132296,2,1,1
LOC111132298,1,0,1
LOC111132299,3,1,2
LOC111132310,0,1,-1
LOC111132334,1,0,1
LOC111132353,1,0,1
LOC111132366,1,2,-1
LOC111132370,0,1,-1
LOC111132372,0,1,-1
LOC111132380,0,1,-1
LOC111132403,0,1,-1
LOC111132404,1,0,1
LOC111132405,0,1,-1
LOC111132409,6,5,1
LOC111132455,0,1,-1
LOC111132477,0,1,-1
LOC111132478,0,1,-1
LOC111132545,2,1,1
LOC111132603,3,2,1
LOC111132606,0,1,-1
LOC111132607,1,0,1
LOC111132631,1,0,1
LOC111132632,1,0,1
LOC111132659,0,1,-1
LOC111132661,0,1,-1
LOC111132663,2,1,1
LOC111132693,0,1,-1
LOC111132705,1,0,1
LOC111132721,0,1,-1
LOC111132726,2,1,1
LOC111132735,0,1,-1
LOC111132738,1,0,1
LOC111132760,1,0,1
LOC111132764,1,0,1
LOC111132770,0,1,-1
LOC111132775,1,0,1
LOC111132802,4,1,3
LOC111132823,1,0,1
LOC111132825,3,2,1
LOC111132828,2,1,1
LOC111132848,4,3,1
LOC111132849,0,1,-1
LOC111132856,6,3,3
LOC111132865,10,8,2
LOC111132879,8,9,-1
LOC111132892,2,1,1
LOC111132899,2,1,1
LOC111132914,2,1,1
LOC111132922,22,12,10
LOC111132924,10,8,2
LOC111132926,2,3,-1
LOC111132933,3,2,1
LOC111132939,5,6,-1
LOC111132950,3,2,1
LOC111132961,2,1,1
LOC111132966,14,13,1
LOC111132967,1,0,1
LOC111132981,2,1,1
LOC111132985,8,9,-1
LOC111132988,4,5,-1
LOC111132993,2,1,1
LOC111132994,1,3,-2
LOC111133009,5,6,-1
LOC111133036,2,1,1
LOC111133041,5,6,-1
LOC111133062,7,8,-1
LOC111133066,4,3,1
LOC111133084,10,9,1
LOC111133088,1,2,-1
LOC111133089,3,2,1
LOC111133103,2,1,1
LOC111133105,1,0,1
LOC111133106,6,5,1
LOC111133114,1,0,1
LOC111133121,2,1,1
LOC111133162,2,1,1
LOC111133178,3,2,1
LOC111133200,1,2,-1
LOC111133201,0,1,-1
LOC111133218,3,5,-2
LOC111133236,1,0,1
LOC111133277,2,1,1
LOC111133278,3,2,1
LOC111133279,2,1,1
LOC111133280,3,2,1
LOC111133281,10,8,2
LOC111133311,2,3,-1
LOC111133314,0,1,-1
LOC111133350,10,12,-2
LOC111133352,3,2,1
LOC111133367,1,2,-1
LOC111133377,2,1,1
LOC111133383,2,3,-1
LOC111133390,3,4,-1
LOC111133392,2,3,-1
LOC111133393,2,1,1
LOC111133394,3,2,1
LOC111133401,4,2,2
LOC111133402,0,1,-1
LOC111133403,13,15,-2
LOC111133410,0,1,-1
LOC111133416,1,0,1
LOC111133421,4,2,2
LOC111133422,3,2,1
LOC111133443,5,4,1
LOC111133490,2,1,1
LOC111133506,7,8,-1
LOC111133512,0,1,-1
LOC111133545,2,1,1
LOC111133552,1,0,1
LOC111133553,1,2,-1
LOC111133560,2,1,1
LOC111133578,3,4,-1
LOC111133579,2,3,-1
LOC111133581,1,2,-1
LOC111133600,4,3,1
LOC111133618,4,3,1
LOC111133625,1,0,1
LOC111133626,1,0,1
LOC111133629,4,3,1
LOC111133630,1,2,-1
LOC111133637,2,1,1
LOC111133643,2,1,1
LOC111133646,3,2,1
LOC111133660,2,1,1
LOC111133663,2,1,1
LOC111133666,28,18,10
LOC111133681,4,2,2
LOC111133691,1,2,-1
LOC111133692,5,4,1
LOC111133698,3,2,1
LOC111133730,2,1,1
LOC111133743,0,1,-1
LOC111133746,0,1,-1
LOC111133747,2,1,1
LOC111133757,2,1,1
LOC111133770,1,2,-1
LOC111133775,2,1,1
LOC111133802,3,2,1
LOC111133813,1,2,-1
LOC111133830,0,1,-1
LOC111133832,1,0,1
LOC111133833,3,2,1
LOC111133835,2,3,-1
LOC111133838,3,2,1
LOC111133866,0,1,-1
LOC111133877,4,2,2
LOC111133878,2,1,1
LOC111133891,10,6,4
LOC111133904,2,1,1
LOC111133916,2,1,1
LOC111133929,1,2,-1
LOC111133952,0,1,-1
LOC111133962,1,0,1
LOC111133968,1,0,1
LOC111133991,0,1,-1
LOC111133995,8,6,2
LOC111134003,1,2,-1
LOC111134009,4,3,1
LOC111134014,1,2,-1
LOC111134016,0,1,-1
LOC111134044,1,2,-1
LOC111134047,6,5,1
LOC111134076,5,4,1
LOC111134093,6,5,1
LOC111134110,2,1,1
LOC111134125,2,0,2
LOC111134136,2,1,1
LOC111134139,4,3,1
LOC111134168,1,2,-1
LOC111134173,0,1,-1
LOC111134181,5,4,1
LOC111134197,0,1,-1
LOC111134218,3,1,2
LOC111134221,1,0,1
LOC111134228,2,3,-1
LOC111134237,5,3,2
LOC111134239,5,6,-1
LOC111134240,1,2,-1
LOC111134256,6,5,1
LOC111134258,3,2,1
LOC111134261,2,1,1
LOC111134262,1,2,-1
LOC111134267,3,4,-1
LOC111134272,1,2,-1
LOC111134285,1,0,1
LOC111134302,1,2,-1
LOC111134304,4,5,-1
LOC111134309,3,4,-1
LOC111134310,1,0,1
LOC111134319,4,1,3
LOC111134324,6,5,1
LOC111134338,2,1,1
LOC111134365,2,1,1
LOC111134383,0,1,-1
LOC111134385,0,1,-1
LOC111134403,1,2,-1
LOC111134409,6,5,1
LOC111134415,0,1,-1
LOC111134417,10,8,2
LOC111134429,1,2,-1
LOC111134448,0,1,-1
LOC111134464,4,5,-1
LOC111134465,6,5,1
LOC111134466,3,1,2
LOC111134469,2,1,1
LOC111134473,8,10,-2
LOC111134486,1,2,-1
LOC111134488,2,1,1
LOC111134489,3,2,1
LOC111134494,2,1,1
LOC111134504,1,2,-1
LOC111134507,2,3,-1
LOC111134509,6,5,1
LOC111134534,4,3,1
LOC111134552,2,1,1
LOC111134572,13,10,3
LOC111134588,2,1,1
LOC111134604,1,2,-1
LOC111134618,4,2,2
LOC111134619,2,3,-1
LOC111134620,2,3,-1
LOC111134623,3,1,2
LOC111134624,3,2,1
LOC111134626,1,0,1
LOC111134632,4,5,-1
LOC111134633,16,15,1
LOC111134677,2,1,1
LOC111134678,4,3,1
LOC111134686,6,5,1
LOC111134694,5,6,-1
LOC111134699,3,2,1
LOC111134702,8,7,1
LOC111134711,4,3,1
LOC111134727,1,2,-1
LOC111134737,11,12,-1
LOC111134752,2,1,1
LOC111134775,3,2,1
LOC111134784,1,3,-2
LOC111134790,8,12,-4
LOC111134793,2,3,-1
LOC111134801,2,1,1
LOC111134802,1,3,-2
LOC111134804,5,3,2
LOC111134809,1,2,-1
LOC111134836,2,1,1
LOC111134843,10,11,-1
LOC111134847,1,2,-1
LOC111134855,6,7,-1
LOC111134858,9,10,-1
LOC111134864,6,5,1
LOC111134872,6,5,1
LOC111134876,6,5,1
LOC111134883,1,0,1
LOC111134897,2,1,1
LOC111134909,2,1,1
LOC111134917,1,0,1
LOC111134918,1,0,1
LOC111134924,1,0,1
LOC111134926,2,1,1
LOC111134928,13,5,8
LOC111134935,6,4,2
LOC111134937,1,2,-1
LOC111134950,6,7,-1
LOC111134958,2,1,1
LOC111134966,7,6,1
LOC111134976,2,3,-1
LOC111134985,0,1,-1
LOC111134988,2,1,1
LOC111134996,5,6,-1
LOC111134998,7,4,3
LOC111135012,1,2,-1
LOC111135020,1,2,-1
LOC111135021,3,1,2
LOC111135022,3,2,1
LOC111135045,2,1,1
LOC111135074,3,4,-1
LOC111135129,1,2,-1
LOC111135135,15,14,1
LOC111135136,3,4,-1
LOC111135152,5,4,1
LOC111135171,26,23,3
LOC111135181,3,2,1
LOC111135186,5,4,1
LOC111135209,8,6,2
LOC111135216,4,3,1
LOC111135226,4,5,-1
LOC111135233,1,2,-1
LOC111135239,3,4,-1
LOC111135253,7,6,1
LOC111135259,2,3,-1
LOC111135261,2,1,1
LOC111135266,3,2,1
LOC111135267,3,2,1
LOC111135268,0,1,-1
LOC111135269,0,1,-1
LOC111135278,3,4,-1
LOC111135288,2,1,1
LOC111135289,2,1,1
LOC111135302,2,1,1
LOC111135322,1,3,-2
LOC111135347,3,2,1
LOC111135350,7,8,-1
LOC111135363,11,10,1
LOC111135371,7,8,-1
LOC111135377,1,2,-1
LOC111135397,2,1,1
LOC111135409,4,3,1
LOC111135425,1,0,1
LOC111135429,2,1,1
LOC111135435,1,2,-1
LOC111135443,5,4,1
LOC111135463,8,3,5
LOC111135471,3,4,-1
LOC111135477,8,6,2
LOC111135488,2,3,-1
LOC111135500,2,3,-1
LOC111135511,3,2,1
LOC111135518,5,3,2
LOC111135541,8,5,3
LOC111135563,8,4,4
LOC111135569,9,6,3
LOC111135576,2,1,1
LOC111135588,7,8,-1
LOC111135590,2,1,1
LOC111135602,2,3,-1
LOC111135603,2,1,1
LOC111135612,2,1,1
LOC111135633,3,2,1
LOC111135637,7,8,-1
LOC111135666,1,2,-1
LOC111135673,1,2,-1
LOC111135721,6,5,1
LOC111135744,4,3,1
LOC111135772,2,1,1
LOC111135781,1,2,-1
LOC111135783,9,8,1
LOC111135787,3,4,-1
LOC111135790,7,6,1
LOC111135792,6,7,-1
LOC111135822,2,1,1
LOC111135825,8,7,1
LOC111135827,2,1,1
LOC111135855,0,1,-1
LOC111135873,2,1,1
LOC111135875,2,3,-1
LOC111135878,6,5,1
LOC111135890,9,7,2
LOC111135901,5,4,1
LOC111135904,5,6,-1
LOC111135911,19,16,3
LOC111135921,4,3,1
LOC111135934,1,0,1
LOC111135938,1,2,-1
LOC111135953,1,0,1
LOC111135955,3,2,1
LOC111135958,2,1,1
LOC111135960,2,1,1
LOC111135966,6,5,1
LOC111135967,5,6,-1
LOC111135976,3,4,-1
LOC111136003,2,3,-1
LOC111136017,13,12,1
LOC111136020,3,2,1
LOC111136023,2,3,-1
LOC111136026,1,2,-1
LOC111136058,4,3,1
LOC111136084,4,5,-1
LOC111136106,10,8,2
LOC111136167,2,1,1
LOC111136183,4,5,-1
LOC111136188,2,1,1
LOC111136200,5,4,1
LOC111136206,1,2,-1
LOC111136213,2,3,-1
LOC111136229,5,6,-1
LOC111136258,8,7,1
LOC111136261,13,12,1
LOC111136263,3,6,-3
LOC111136264,1,2,-1
LOC111136267,1,2,-1
LOC111136282,3,1,2
LOC111136299,4,2,2
LOC111136308,1,0,1
LOC111136314,3,2,1
LOC111136330,0,1,-1
LOC111136340,16,12,4
LOC111136344,2,1,1
LOC111136354,2,1,1
LOC111136355,1,3,-2
LOC111136358,2,1,1
LOC111136382,15,9,6
LOC111136384,1,2,-1
LOC111136398,5,6,-1
LOC111136422,3,5,-2
LOC111136426,2,3,-1
LOC111136459,2,3,-1
LOC111136460,4,3,1
LOC111136495,3,2,1
LOC111136498,1,0,1
LOC111136500,1,0,1
LOC111136501,1,0,1
LOC111136503,5,4,1
LOC111136524,8,9,-1
LOC111136529,1,2,-1
LOC111136539,1,0,1
LOC111136589,5,3,2
LOC111136591,17,15,2
LOC111136595,3,5,-2
LOC111136609,4,5,-1
LOC111136618,2,1,1
LOC111136627,6,5,1
LOC111136631,2,1,1
LOC111136637,1,0,1
LOC111136638,5,3,2
LOC111136641,6,1,5
LOC111136647,1,2,-1
LOC111136649,10,9,1
LOC111136658,2,3,-1
LOC111136669,10,8,2
LOC111136671,1,2,-1
LOC111136691,10,11,-1
LOC111136699,5,6,-1
LOC111136719,1,2,-1
LOC111136735,4,3,1
LOC111136769,2,1,1
LOC111136772,2,1,1
LOC111136791,2,1,1
LOC111136800,6,4,2
LOC111136801,3,2,1
LOC111136803,2,1,1
LOC111136832,1,2,-1
LOC111136867,3,4,-1
LOC111136876,2,1,1
LOC111136891,10,9,1
LOC111136925,3,4,-1
LOC111136962,4,1,3
LOC111136965,1,2,-1
LOC111136986,11,12,-1
LOC111136994,2,3,-1
LOC111137000,7,2,5
LOC111137059,7,6,1
LOC111137072,2,3,-1
LOC111137074,1,2,-1
LOC111137075,2,1,1
LOC111137093,3,2,1
LOC111137094,7,6,1
LOC111137107,2,1,1
LOC111137110,3,4,-1
LOC111137112,23,14,9
LOC111137127,5,4,1
LOC111137130,2,4,-2
LOC111137133,4,3,1
LOC111137172,2,1,1
LOC111137182,16,11,5
LOC111137190,3,2,1
LOC111137192,4,3,1
LOC111137198,2,1,1
LOC111137210,1,0,1
LOC111137211,0,1,-1
LOC111137220,1,2,-1
LOC111137230,0,2,-2
LOC111137234,1,2,-1
LOC111137238,2,1,1
LOC111137258,2,1,1
LOC111137262,3,1,2
LOC111137279,5,4,1
LOC111137281,1,2,-1
LOC111137296,4,2,2
LOC111137302,4,2,2
LOC111137322,1,0,1
LOC111137323,3,1,2
LOC111137345,3,2,1
LOC111137351,3,1,2
LOC111137352,2,1,1
LOC111137380,3,1,2
LOC111137381,1,0,1
LOC111137403,1,0,1
LOC111137408,0,1,-1
LOC111137413,3,4,-1
LOC111137435,1,2,-1
LOC111137439,3,2,1
LOC111137440,3,2,1
LOC111137464,3,2,1
LOC111137471,2,1,1
LOC111137474,1,2,-1
LOC111137488,1,0,1
LOC111137490,1,3,-2
LOC111137498,1,2,-1
LOC111137522,7,6,1
LOC111137574,2,3,-1
LOC111137576,4,3,1
LOC111137578,1,0,1
LOC111137583,3,2,1
LOC111137586,0,1,-1
LOC111137612,1,2,-1
LOC111137618,3,1,2
LOC111137654,3,1,2
LOC111137658,3,2,1
LOC111137667,3,2,1
LOC111137675,8,11,-3
LOC111137689,2,1,1
LOC111137705,1,2,-1
LOC111137715,2,1,1
LOC111137720,2,1,1
LOC111137727,14,12,2
LOC111137731,1,2,-1
LOC111137753,1,2,-1
LOC111137754,1,0,1
LOC111137767,2,1,1
LOC111137773,1,2,-1
LOC111137784,2,3,-1
LOC111137788,1,0,1
LOC111137819,1,2,-1
LOC111137825,17,16,1
LOC111137826,2,1,1
LOC111137845,2,1,1
LOC111137854,1,2,-1
LOC111137857,2,1,1
LOC111137862,2,1,1
LOC111137863,1,0,1
LOC111137865,1,0,1
LOC111137874,2,1,1
LOC111137891,2,1,1
LOC111137938,2,1,1
LOC111137944,1,0,1
LOC111137946,2,1,1
LOC111137947,11,10,1
LOC111137960,5,4,1
LOC111138031,9,6,3
LOC111138032,6,4,2
LOC111138041,4,3,1
LOC111138062,1,2,-1
LOC111138069,3,4,-1
LOC111138078,2,1,1
LOC111138093,2,3,-1
LOC111138101,1,2,-1
LOC111138104,3,2,1
LOC111138112,7,8,-1
LOC111138114,1,2,-1
LOC111138116,2,1,1
LOC111138118,3,1,2
LOC111138149,1,2,-1
LOC111138150,0,1,-1
LOC111138154,1,2,-1
LOC111138161,1,0,1
LOC111138164,1,2,-1
LOC111138175,2,3,-1
LOC111138186,2,1,1
LOC111138209,4,3,1
LOC111138218,1,2,-1
LOC111138293,3,2,1
LOC111138294,0,1,-1
LOC111138309,1,2,-1
LOC111138314,21,15,6
LOC111138319,9,8,1
LOC111138343,4,2,2
LOC111138346,2,1,1
LOC111138353,0,1,-1
LOC111138384,2,1,1
LOC111138403,5,4,1
LOC111138430,1,0,1
LOC111138434,3,2,1
LOC111138436,1,2,-1
LOC111138456,2,1,1
LOC111138460,2,1,1
LOC111138462,6,4,2
LOC111138466,4,5,-1
LOC111138468,3,5,-2
LOC111138483,5,2,3
LOC111138492,2,1,1
LOC111138504,2,1,1
LOC111138521,3,2,1
Trnaa-agc,11,15,-4
Trnaa-cgc,10,6,4
Trnaa-ugc,21,24,-3
Trnac-gca,8,9,-1
Trnag-gcc,20,21,-1
Trnai-uau,2,4,-2
Trnak-cuu,25,29,-4
Trnak-uuu,27,24,3
Trnam-cau,16,18,-2
Trnap-agg,9,10,-1
Trnar-acg,7,10,-3
Trnar-ccu,23,25,-2
Trnat-agu,27,26,1
Trnat-ggu,20,17,3
Trnav-aac,6,8,-2
Trnaw-cca,9,8,1
Trnay-gua,4,7,-3
