gene_name,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111123489,rna-XM_022465831.1,rna-XM_022465831.1,rna-XM_022465831.1,rna-XM_022465831.1
LOC111123490,rna-XM_022465832.1,rna-XM_022465832.1,rna-XM_022465832.1,rna-XM_022465832.1
LOC111123491,rna-XM_022465833.1,rna-XM_022465833.1,rna-XM_022465833.1,rna-XM_022465833.1
LOC111123492,rna-XM_022465855.1,rna-XM_022465855.1,rna-XM_022465849.1,rna-XM_022465852.1
LOC111123493,rna-XM_022465860.1,rna-XM_022465860.1,rna-XM_022465856.1,rna-XM_022465856.1
LOC111123494,rna-XM_022465867.1,rna-XM_022465867.1,rna-XM_022465866.1,rna-XM_022465866.1
LOC111123495,rna-XM_022465870.1,rna-XM_022465870.1,rna-XM_022465870.1,rna-XM_022465870.1
LOC111123496,rna-XM_022465873.1,rna-XM_022465873.1,rna-XM_022465873.1,rna-XM_022465873.1
LOC111123497,rna-XM_022465876.1,rna-XM_022465876.1,rna-XM_022465875.1,rna-XM_022465875.1
LOC111123498,rna-XM_022465879.1,rna-XM_022465879.1,rna-XM_022465879.1,rna-XM_022465879.1
LOC111123499,rna-XM_022465881.1,rna-XM_022465881.1,rna-XM_022465881.1,rna-XM_022465881.1
LOC111123500,rna-XM_022465882.1,rna-XM_022465882.1,rna-XM_022465882.1,rna-XM_022465882.1
LOC111123501,rna-XM_022465885.1,rna-XM_022465885.1,rna-XM_022465885.1,rna-XM_022465885.1
LOC111123502,rna-XM_022465890.1,rna-XM_022465890.1,rna-XM_022465890.1,rna-XM_022465890.1
LOC111123503,rna-XM_022465891.1,rna-XM_022465891.1,rna-XM_022465891.1,rna-XM_022465891.1
LOC111123504,rna-XM_022465892.1,rna-XM_022465892.1,rna-XM_022465892.1,rna-XM_022465892.1
LOC111123505,rna-XM_022465893.1,rna-XM_022465893.1,rna-XM_022465893.1,rna-XM_022465893.1
LOC111123506,rna-XM_022465894.1,rna-XM_022465894.1,rna-XM_022465894.1,rna-XM_022465894.1
LOC111123507,rna-XM_022465895.1,rna-XM_022465895.1,rna-XM_022465895.1,rna-XM_022465895.1
LOC111123508,rna-XM_022465896.1,rna-XM_022465896.1,rna-XM_022465896.1,rna-XM_022465896.1
LOC111123509,rna-XM_022465898.1,rna-XM_022465898.1,rna-XM_022465898.1,rna-XM_022465898.1
LOC111123510,rna-XM_022465899.1,rna-XM_022465899.1,rna-XM_022465899.1,rna-XM_022465899.1
LOC111123511,rna-XM_022465900.1,rna-XM_022465900.1,rna-XM_022465900.1,rna-XM_022465900.1
LOC111123512,rna-XM_022465902.1,rna-XM_022465901.1,rna-XM_022465902.1,rna-XM_022465902.1
LOC111123513,rna-XR_002638057.1,rna-XR_002638057.1,rna-XR_002638057.1,rna-XR_002638057.1
LOC111123514,rna-XM_022465904.1,rna-XM_022465904.1,rna-XM_022465904.1,rna-XM_022465904.1
LOC111123515,rna-XM_022465907.1,rna-XM_022465907.1,rna-XM_022465907.1,rna-XM_022465907.1
LOC111123516,rna-XM_022465908.1,rna-XM_022465908.1,rna-XM_022465908.1,rna-XM_022465908.1
LOC111123517,rna-XM_022465909.1,rna-XM_022465909.1,rna-XM_022465909.1,rna-XM_022465909.1
LOC111123518,rna-XR_002638058.1,rna-XR_002638058.1,rna-XR_002638058.1,rna-XR_002638058.1
LOC111123519,rna-XM_022465910.1,rna-XM_022465910.1,rna-XM_022465910.1,rna-XM_022465910.1
LOC111123520,rna-XR_002638059.1,rna-XR_002638059.1,rna-XR_002638059.1,rna-XR_002638059.1
LOC111123521,rna-XM_022465912.1,rna-XM_022465912.1,rna-XM_022465912.1,rna-XM_022465912.1
LOC111123522,rna-XM_022465913.1,rna-XM_022465913.1,rna-XM_022465913.1,rna-XM_022465913.1
LOC111123523,rna-XM_022465914.1,rna-XM_022465914.1,rna-XM_022465914.1,rna-XM_022465914.1
LOC111123524,gene-LOC111123524,gene-LOC111123524,gene-LOC111123524,gene-LOC111123524
LOC111123525,rna-XM_022465915.1,rna-XM_022465915.1,rna-XM_022465915.1,rna-XM_022465915.1
LOC111123526,rna-XM_022465916.1,rna-XM_022465916.1,rna-XM_022465916.1,rna-XM_022465916.1
LOC111123527,rna-XM_022465917.1,rna-XM_022465917.1,rna-XM_022465917.1,rna-XM_022465917.1
LOC111123528,rna-XM_022465957.1,rna-XM_022465957.1,rna-XM_022465957.1,rna-XM_022465957.1
LOC111123529,rna-XM_022465922.1,rna-XM_022465922.1,rna-XM_022465922.1,rna-XM_022465922.1
LOC111123530,rna-XM_022465918.1,rna-XM_022465918.1,rna-XM_022465918.1,rna-XM_022465918.1
LOC111123531,rna-XM_022465919.1,rna-XM_022465919.1,rna-XM_022465919.1,rna-XM_022465919.1
LOC111123532,rna-XM_022465920.1,rna-XM_022465920.1,rna-XM_022465920.1,rna-XM_022465920.1
LOC111123533,rna-XM_022465923.1,rna-XM_022465923.1,rna-XM_022465923.1,rna-XM_022465923.1
LOC111123534,rna-XR_002638060.1,rna-XR_002638060.1,rna-XR_002638060.1,rna-XR_002638060.1
LOC111123535,rna-XM_022465926.1,rna-XM_022465926.1,rna-XM_022465926.1,rna-XM_022465926.1
LOC111123536,rna-XM_022465927.1,rna-XM_022465927.1,rna-XM_022465927.1,rna-XM_022465927.1
LOC111123537,rna-XM_022465928.1,rna-XM_022465928.1,rna-XR_002638061.1,rna-XR_002638061.1
LOC111123538,rna-XM_022465932.1,rna-XM_022465932.1,rna-XM_022465932.1,rna-XM_022465932.1
LOC111123539,rna-XM_022465929.1,rna-XM_022465929.1,rna-XM_022465929.1,rna-XM_022465929.1
LOC111123540,rna-XM_022465930.1,rna-XM_022465930.1,rna-XM_022465930.1,rna-XM_022465930.1
LOC111123541,rna-XM_022465931.1,rna-XM_022465931.1,rna-XM_022465931.1,rna-XM_022465931.1
LOC111123542,rna-XM_022465933.1,rna-XM_022465933.1,rna-XM_022465933.1,rna-XM_022465933.1
LOC111123543,rna-XM_022465934.1,rna-XM_022465934.1,rna-XM_022465934.1,rna-XM_022465934.1
LOC111123544,rna-XM_022465935.1,rna-XM_022465935.1,rna-XM_022465935.1,rna-XM_022465935.1
LOC111123545,rna-XM_022465936.1,rna-XM_022465936.1,rna-XM_022465936.1,rna-XM_022465936.1
LOC111123546,rna-XM_022465938.1,rna-XM_022465937.1,rna-XM_022465937.1,rna-XM_022465937.1
LOC111123547,rna-XM_022465939.1,rna-XM_022465939.1,rna-XM_022465939.1,rna-XM_022465939.1
LOC111123548,rna-XR_002638062.1,rna-XR_002638062.1,rna-XR_002638062.1,rna-XR_002638062.1
LOC111123549,rna-XM_022465941.1,rna-XM_022465941.1,rna-XM_022465941.1,rna-XM_022465941.1
LOC111123550,rna-XM_022465954.1,rna-XM_022465944.1,rna-XM_022465944.1,rna-XM_022465944.1
LOC111123551,rna-XR_002638063.1,rna-XR_002638063.1,rna-XR_002638063.1,rna-XR_002638063.1
LOC111123552,rna-XM_022465955.1,rna-XM_022465955.1,rna-XM_022465955.1,rna-XM_022465955.1
LOC111123553,rna-XR_002638064.1,rna-XR_002638064.1,rna-XR_002638064.1,rna-XR_002638064.1
LOC111123554,rna-XM_022465956.1,rna-XM_022465956.1,rna-XM_022465956.1,rna-XM_022465956.1
LOC111123555,rna-XM_022465958.1,rna-XM_022465958.1,rna-XM_022465958.1,rna-XM_022465958.1
LOC111123556,rna-XM_022466051.1,rna-XM_022466051.1,rna-XM_022465962.1,rna-XM_022466051.1
LOC111123557,rna-XM_022465959.1,rna-XM_022465961.1,rna-XM_022465961.1,rna-XM_022465961.1
LOC111123558,rna-XM_022465965.1,rna-XM_022465965.1,rna-XM_022465965.1,rna-XM_022465963.1
LOC111123559,rna-XM_022465966.1,rna-XM_022465966.1,rna-XM_022465966.1,rna-XM_022465966.1
LOC111123560,rna-XR_002638065.1,rna-XR_002638065.1,rna-XR_002638065.1,rna-XR_002638065.1
LOC111123561,rna-XM_022465967.1,rna-XM_022465967.1,rna-XM_022465967.1,rna-XM_022465967.1
LOC111123562,rna-XM_022465969.1,rna-XM_022465969.1,rna-XM_022465969.1,rna-XM_022465969.1
LOC111123563,rna-XM_022465971.1,rna-XM_022465971.1,rna-XR_002638066.1,rna-XR_002638066.1
LOC111123564,rna-XM_022465972.1,rna-XM_022465972.1,rna-XM_022465972.1,rna-XM_022465972.1
LOC111123565,rna-XM_022465973.1,rna-XM_022465973.1,rna-XM_022465973.1,rna-XM_022465973.1
LOC111123566,rna-XM_022465974.1,rna-XM_022465974.1,rna-XM_022465974.1,rna-XM_022465974.1
LOC111123567,gene-LOC111123567,gene-LOC111123567,gene-LOC111123567,gene-LOC111123567
LOC111123568,rna-XR_002638067.1,rna-XR_002638067.1,rna-XR_002638067.1,rna-XR_002638067.1
LOC111123569,gene-LOC111123569,gene-LOC111123569,gene-LOC111123569,gene-LOC111123569
LOC111123570,rna-XR_002638068.1,rna-XR_002638068.1,rna-XR_002638068.1,rna-XR_002638068.1
LOC111123571,rna-XM_022465976.1,rna-XM_022465976.1,rna-XM_022465977.1,rna-XM_022465977.1
LOC111123572,rna-XM_022465982.1,rna-XM_022465982.1,rna-XM_022465982.1,rna-XM_022465982.1
LOC111123573,rna-XM_022465983.1,rna-XM_022465983.1,rna-XM_022465983.1,rna-XM_022465983.1
LOC111123574,rna-XR_002638069.1,rna-XR_002638069.1,rna-XR_002638069.1,rna-XR_002638069.1
LOC111123575,rna-XM_022465985.1,rna-XM_022465986.1,rna-XM_022465985.1,rna-XM_022465985.1
LOC111123576,rna-XM_022465995.1,rna-XM_022465995.1,rna-XM_022465996.1,rna-XM_022465996.1
LOC111123577,rna-XM_022465997.1,rna-XM_022465997.1,rna-XM_022465997.1,rna-XM_022465997.1
LOC111123578,rna-XR_002638070.1,rna-XR_002638070.1,rna-XR_002638070.1,rna-XR_002638070.1
LOC111123579,rna-XM_022465998.1,rna-XM_022465998.1,rna-XM_022465998.1,rna-XM_022465998.1
LOC111123580,rna-XM_022465999.1,rna-XM_022465999.1,rna-XM_022465999.1,rna-XM_022465999.1
LOC111123581,rna-XM_022466003.1,rna-XM_022466003.1,rna-XM_022466002.1,rna-XM_022466002.1
LOC111123582,rna-XM_022466004.1,rna-XM_022466004.1,rna-XM_022466004.1,rna-XM_022466004.1
LOC111123583,rna-XM_022466005.1,rna-XM_022466005.1,rna-XM_022466005.1,rna-XM_022466005.1
LOC111123584,rna-XM_022466006.1,rna-XM_022466006.1,rna-XM_022466006.1,rna-XM_022466006.1
LOC111123585,rna-XM_022466007.1,rna-XM_022466012.1,rna-XM_022466012.1,rna-XM_022466012.1
LOC111123586,rna-XM_022466014.1,rna-XM_022466014.1,rna-XM_022466014.1,rna-XM_022466015.1
LOC111123587,rna-XM_022466018.1,rna-XM_022466018.1,rna-XM_022466018.1,rna-XM_022466018.1
LOC111123588,rna-XM_022466020.1,rna-XM_022466020.1,rna-XM_022466020.1,rna-XM_022466020.1
LOC111123589,rna-XM_022466021.1,rna-XM_022466021.1,rna-XM_022466021.1,rna-XM_022466021.1
LOC111123590,rna-XM_022466022.1,rna-XM_022466022.1,rna-XM_022466022.1,rna-XM_022466022.1
LOC111123591,rna-XR_002638071.1,rna-XR_002638071.1,rna-XR_002638071.1,rna-XR_002638071.1
LOC111123592,rna-XM_022466023.1,rna-XM_022466023.1,rna-XM_022466023.1,rna-XM_022466023.1
LOC111123593,rna-XM_022466024.1,rna-XM_022466024.1,rna-XM_022466024.1,rna-XM_022466024.1
LOC111123594,rna-XM_022466025.1,rna-XM_022466025.1,rna-XM_022466025.1,rna-XM_022466025.1
LOC111123595,rna-XM_022466027.1,rna-XM_022466027.1,rna-XM_022466027.1,rna-XM_022466027.1
LOC111123596,rna-XM_022466028.1,rna-XM_022466029.1,rna-XM_022466028.1,rna-XM_022466028.1
LOC111123597,rna-XM_022466030.1,rna-XM_022466030.1,rna-XM_022466030.1,rna-XM_022466030.1
LOC111123598,rna-XM_022466031.1,rna-XM_022466031.1,rna-XM_022466031.1,rna-XM_022466031.1
LOC111123599,rna-XM_022466032.1,rna-XM_022466032.1,rna-XM_022466032.1,rna-XM_022466032.1
LOC111123600,rna-XM_022466033.1,rna-XM_022466033.1,rna-XM_022466033.1,rna-XM_022466033.1
LOC111123601,rna-XM_022466035.1,rna-XM_022466035.1,rna-XM_022466035.1,rna-XM_022466035.1
LOC111123602,rna-XM_022466038.1,rna-XM_022466038.1,rna-XM_022466038.1,rna-XM_022466038.1
LOC111123603,rna-XM_022466080.1,rna-XM_022466080.1,rna-XM_022466080.1,rna-XM_022466080.1
LOC111123604,rna-XM_022466039.1,rna-XM_022466039.1,rna-XM_022466039.1,rna-XM_022466039.1
LOC111123605,rna-XR_002638073.1,rna-XR_002638073.1,rna-XR_002638073.1,rna-XR_002638073.1
LOC111123606,rna-XM_022466040.1,rna-XM_022466040.1,rna-XM_022466040.1,rna-XM_022466040.1
LOC111123607,rna-XR_002638074.1,rna-XR_002638074.1,rna-XR_002638074.1,rna-XR_002638074.1
LOC111123608,rna-XM_022466043.1,rna-XM_022466043.1,rna-XM_022466043.1,rna-XM_022466043.1
LOC111123609,rna-XM_022466044.1,rna-XM_022466044.1,rna-XM_022466044.1,rna-XM_022466044.1
LOC111123610,rna-XM_022466046.1,rna-XM_022466046.1,rna-XM_022466045.1,rna-XM_022466045.1
LOC111123611,rna-XM_022466059.1,rna-XM_022466059.1,rna-XM_022466059.1,rna-XM_022466059.1
LOC111123612,rna-XM_022466060.1,rna-XM_022466060.1,rna-XM_022466060.1,rna-XM_022466060.1
LOC111123613,rna-XM_022466065.1,rna-XM_022466065.1,rna-XM_022466065.1,rna-XM_022466065.1
LOC111123614,rna-XM_022466064.1,rna-XM_022466064.1,rna-XM_022466064.1,rna-XM_022466064.1
LOC111123615,rna-XM_022466066.1,rna-XM_022466066.1,rna-XM_022466066.1,rna-XM_022466066.1
LOC111123616,rna-XR_002638075.1,rna-XR_002638075.1,rna-XR_002638075.1,rna-XR_002638075.1
LOC111123617,rna-XM_022466069.1,rna-XM_022466069.1,rna-XM_022466067.1,rna-XM_022466067.1
LOC111123618,rna-XM_022466070.1,rna-XM_022466070.1,rna-XM_022466070.1,rna-XM_022466070.1
LOC111123619,rna-XM_022466074.1,rna-XM_022466072.1,rna-XM_022466072.1,rna-XM_022466074.1
LOC111123620,rna-XM_022466075.1,rna-XM_022466075.1,rna-XM_022466075.1,rna-XM_022466075.1
LOC111123621,rna-XM_022466076.1,rna-XM_022466076.1,rna-XM_022466076.1,rna-XM_022466076.1
LOC111123622,rna-XR_002638078.1,rna-XR_002638078.1,rna-XR_002638078.1,rna-XR_002638078.1
LOC111123623,rna-XM_022466077.1,rna-XM_022466077.1,rna-XM_022466077.1,rna-XM_022466077.1
LOC111123624,rna-XM_022466078.1,rna-XM_022466078.1,rna-XM_022466078.1,rna-XM_022466078.1
LOC111123625,rna-XM_022466079.1,rna-XM_022466079.1,rna-XM_022466079.1,rna-XM_022466079.1
LOC111123626,rna-XR_002638079.1,rna-XR_002638079.1,rna-XR_002638079.1,rna-XR_002638079.1
LOC111123627,rna-XM_022466081.1,rna-XM_022466081.1,rna-XM_022466081.1,rna-XM_022466081.1
LOC111123628,rna-XM_022466083.1,rna-XM_022466083.1,rna-XM_022466083.1,rna-XM_022466083.1
LOC111123629,rna-XR_002638080.1,rna-XR_002638080.1,rna-XR_002638080.1,rna-XR_002638080.1
LOC111123630,rna-XM_022466086.1,rna-XM_022466086.1,rna-XM_022466084.1,rna-XM_022466084.1
LOC111123631,rna-XM_022466091.1,rna-XM_022466091.1,rna-XM_022466087.1,rna-XM_022466087.1
LOC111123632,rna-XM_022466095.1,rna-XM_022466095.1,rna-XM_022466095.1,rna-XM_022466095.1
LOC111123633,rna-XM_022466092.1,rna-XM_022466092.1,rna-XM_022466092.1,rna-XM_022466092.1
LOC111123634,rna-XM_022466093.1,rna-XM_022466093.1,rna-XM_022466093.1,rna-XM_022466093.1
LOC111123635,rna-XM_022466094.1,rna-XM_022466094.1,rna-XM_022466094.1,rna-XM_022466094.1
LOC111123636,rna-XM_022466096.1,rna-XM_022466096.1,rna-XM_022466096.1,rna-XM_022466096.1
LOC111123637,rna-XM_022466098.1,rna-XM_022466098.1,rna-XM_022466098.1,rna-XM_022466098.1
LOC111123638,rna-XM_022466100.1,rna-XM_022466100.1,rna-XM_022466100.1,rna-XM_022466100.1
LOC111123639,rna-XR_002638081.1,rna-XR_002638081.1,rna-XR_002638081.1,rna-XR_002638081.1
LOC111123640,rna-XM_022466101.1,rna-XM_022466101.1,rna-XM_022466101.1,rna-XM_022466101.1
LOC111123641,rna-XM_022466107.1,rna-XM_022466107.1,rna-XM_022466107.1,rna-XM_022466107.1
LOC111123642,rna-XM_022466103.1,rna-XM_022466103.1,rna-XM_022466103.1,rna-XM_022466103.1
LOC111123643,rna-XM_022466105.1,rna-XM_022466105.1,rna-XM_022466104.1,rna-XM_022466104.1
LOC111123644,rna-XM_022466106.1,rna-XM_022466106.1,rna-XM_022466106.1,rna-XM_022466106.1
LOC111123645,rna-XM_022466108.1,rna-XM_022466108.1,rna-XM_022466108.1,rna-XM_022466108.1
LOC111123646,rna-XM_022466109.1,rna-XM_022466109.1,rna-XM_022466109.1,rna-XM_022466109.1
LOC111123647,rna-XM_022466111.1,rna-XM_022466111.1,rna-XM_022466111.1,rna-XM_022466111.1
LOC111123648,rna-XM_022466123.1,rna-XM_022466112.1,rna-XM_022466112.1,rna-XM_022466112.1
LOC111123649,rna-XM_022466121.1,rna-XM_022466121.1,rna-XM_022466121.1,rna-XM_022466121.1
LOC111123650,rna-XM_022466128.1,rna-XM_022466128.1,rna-XM_022466128.1,rna-XM_022466129.1
LOC111123651,rna-XM_022466130.1,rna-XM_022466130.1,rna-XM_022466130.1,rna-XM_022466130.1
LOC111123652,rna-XM_022466144.1,rna-XM_022466144.1,rna-XM_022466134.1,rna-XM_022466144.1
LOC111123653,rna-XM_022466131.1,rna-XM_022466131.1,rna-XM_022466131.1,rna-XM_022466131.1
LOC111123654,rna-XM_022466133.1,rna-XM_022466133.1,rna-XM_022466133.1,rna-XM_022466133.1
LOC111123655,rna-XM_022466135.1,rna-XM_022466135.1,rna-XM_022466135.1,rna-XM_022466135.1
LOC111123656,rna-XM_022466136.1,rna-XM_022466136.1,rna-XM_022466136.1,rna-XM_022466136.1
LOC111123657,rna-XM_022466138.1,rna-XM_022466138.1,rna-XM_022466142.1,rna-XM_022466142.1
LOC111123658,rna-XM_022466146.1,rna-XM_022466146.1,rna-XM_022466146.1,rna-XM_022466146.1
LOC111123659,rna-XM_022466147.1,rna-XM_022466147.1,rna-XM_022466147.1,rna-XM_022466147.1
LOC111123660,rna-XM_022466148.1,rna-XM_022466148.1,rna-XM_022466148.1,rna-XM_022466148.1
LOC111123661,rna-XM_022466151.1,rna-XM_022466151.1,rna-XM_022466151.1,rna-XM_022466151.1
LOC111123662,rna-XM_022466157.1,rna-XM_022466157.1,rna-XM_022466157.1,rna-XM_022466157.1
LOC111123663,rna-XM_022466155.1,rna-XM_022466155.1,rna-XM_022466155.1,rna-XM_022466155.1
LOC111123664,rna-XM_022466159.1,rna-XM_022466159.1,rna-XM_022466159.1,rna-XM_022466159.1
LOC111123665,rna-XM_022466164.1,rna-XM_022466164.1,rna-XM_022466164.1,rna-XM_022466164.1
LOC111123666,rna-XM_022466165.1,rna-XM_022466165.1,rna-XM_022466165.1,rna-XM_022466165.1
LOC111123667,rna-XM_022466166.1,rna-XM_022466166.1,rna-XM_022466166.1,rna-XM_022466166.1
LOC111123668,rna-XM_022466210.1,rna-XM_022466210.1,rna-XM_022466210.1,rna-XM_022466210.1
LOC111123669,rna-XM_022466170.1,rna-XM_022466170.1,rna-XM_022466170.1,rna-XM_022466170.1
LOC111123670,rna-XM_022466168.1,rna-XM_022466168.1,rna-XM_022466168.1,rna-XM_022466168.1
LOC111123671,rna-XR_002638082.1,rna-XR_002638082.1,rna-XR_002638082.1,rna-XR_002638082.1
LOC111123672,rna-XM_022466171.1,rna-XM_022466171.1,rna-XM_022466171.1,rna-XM_022466171.1
LOC111123673,rna-XM_022466172.1,rna-XM_022466172.1,rna-XM_022466173.1,rna-XM_022466173.1
LOC111123674,rna-XM_022466175.1,rna-XM_022466175.1,rna-XM_022466175.1,rna-XM_022466175.1
LOC111123675,rna-XM_022466176.1,rna-XM_022466176.1,rna-XM_022466176.1,rna-XM_022466176.1
LOC111123676,rna-XM_022466177.1,rna-XM_022466177.1,rna-XM_022466177.1,rna-XM_022466177.1
LOC111123677,rna-XM_022466179.1,rna-XM_022466179.1,rna-XM_022466179.1,rna-XM_022466179.1
LOC111123678,rna-XM_022466180.1,rna-XM_022466180.1,rna-XM_022466180.1,rna-XM_022466180.1
LOC111123679,rna-XM_022466181.1,rna-XM_022466181.1,rna-XM_022466181.1,rna-XM_022466181.1
LOC111123680,rna-XM_022466182.1,rna-XM_022466182.1,rna-XM_022466182.1,rna-XM_022466182.1
LOC111123681,rna-XM_022466183.1,rna-XM_022466183.1,rna-XM_022466183.1,rna-XM_022466183.1
LOC111123682,rna-XM_022466184.1,rna-XM_022466184.1,rna-XM_022466184.1,rna-XM_022466184.1
LOC111123683,rna-XM_022466185.1,rna-XM_022466185.1,rna-XM_022466185.1,rna-XM_022466185.1
LOC111123684,rna-XM_022466190.1,rna-XM_022466190.1,rna-XM_022466190.1,rna-XM_022466190.1
LOC111123685,rna-XM_022466186.1,rna-XM_022466186.1,rna-XM_022466186.1,rna-XM_022466186.1
LOC111123686,rna-XM_022466187.1,rna-XM_022466187.1,rna-XM_022466187.1,rna-XM_022466187.1
LOC111123687,rna-XM_022466189.1,rna-XM_022466188.1,rna-XM_022466188.1,rna-XM_022466188.1
LOC111123688,rna-XM_022466191.1,rna-XM_022466191.1,rna-XM_022466191.1,rna-XM_022466191.1
LOC111123689,rna-XM_022466193.1,rna-XM_022466193.1,rna-XM_022466193.1,rna-XM_022466193.1
LOC111123690,rna-XM_022466195.1,rna-XM_022466195.1,rna-XM_022466195.1,rna-XM_022466195.1
LOC111123691,rna-XM_022466201.1,rna-XM_022466201.1,rna-XM_022466199.1,rna-XM_022466199.1
LOC111123692,rna-XM_022466215.1,rna-XM_022466215.1,rna-XM_022466246.1,rna-XM_022466215.1
LOC111123693,rna-XM_022466212.1,rna-XM_022466212.1,rna-XM_022466213.1,rna-XM_022466212.1
LOC111123694,rna-XM_022466214.1,rna-XM_022466214.1,rna-XM_022466214.1,rna-XM_022466214.1
LOC111123695,rna-XM_022466216.1,rna-XM_022466216.1,rna-XM_022466216.1,rna-XM_022466216.1
LOC111123696,rna-XM_022466217.1,rna-XR_002638083.1,rna-XM_022466217.1,rna-XM_022466217.1
LOC111123697,rna-XM_022466218.1,rna-XM_022466218.1,rna-XM_022466218.1,rna-XM_022466218.1
LOC111123698,rna-XM_022466219.1,rna-XM_022466219.1,rna-XM_022466219.1,rna-XM_022466219.1
LOC111123699,rna-XM_022466220.1,rna-XM_022466220.1,rna-XM_022466220.1,rna-XM_022466220.1
LOC111123700,rna-XM_022466226.1,rna-XM_022466226.1,rna-XM_022466223.1,rna-XM_022466223.1
LOC111123701,rna-XM_022466227.1,rna-XM_022466227.1,rna-XM_022466227.1,rna-XM_022466227.1
LOC111123702,rna-XM_022466231.1,rna-XM_022466231.1,rna-XM_022466231.1,rna-XM_022466231.1
LOC111123703,rna-XM_022466232.1,rna-XM_022466232.1,rna-XM_022466232.1,rna-XM_022466232.1
LOC111123704,rna-XM_022466233.1,rna-XM_022466233.1,rna-XM_022466233.1,rna-XM_022466233.1
LOC111123705,rna-XM_022466235.1,rna-XM_022466235.1,rna-XM_022466235.1,rna-XM_022466235.1
LOC111123706,rna-XM_022466237.1,rna-XM_022466237.1,rna-XM_022466237.1,rna-XM_022466237.1
LOC111123707,rna-XM_022466239.1,rna-XM_022466239.1,rna-XM_022466239.1,rna-XM_022466239.1
LOC111123708,rna-XM_022466240.1,rna-XM_022466240.1,rna-XM_022466240.1,rna-XM_022466240.1
LOC111123709,rna-XM_022466241.1,rna-XM_022466241.1,rna-XM_022466241.1,rna-XM_022466241.1
LOC111123710,rna-XM_022466242.1,rna-XM_022466242.1,rna-XM_022466242.1,rna-XM_022466242.1
LOC111123711,rna-XM_022466243.1,rna-XM_022466243.1,rna-XM_022466243.1,rna-XM_022466243.1
LOC111123712,rna-XM_022466244.1,rna-XM_022466244.1,rna-XM_022466244.1,rna-XM_022466244.1
LOC111123713,rna-XM_022466245.1,rna-XM_022466245.1,rna-XM_022466245.1,rna-XM_022466245.1
LOC111123714,rna-XM_022466247.1,rna-XM_022466247.1,rna-XM_022466247.1,rna-XM_022466247.1
LOC111123715,rna-XR_002638086.1,rna-XR_002638086.1,rna-XR_002638086.1,rna-XR_002638085.1
LOC111123716,rna-XM_022466249.1,rna-XM_022466249.1,rna-XM_022466249.1,rna-XM_022466249.1
LOC111123717,rna-XM_022466251.1,rna-XM_022466251.1,rna-XM_022466251.1,rna-XR_002638087.1
LOC111123718,rna-XM_022466252.1,rna-XM_022466252.1,rna-XM_022466252.1,rna-XM_022466252.1
LOC111123719,rna-XM_022466253.1,rna-XM_022466253.1,rna-XM_022466253.1,rna-XM_022466253.1
LOC111123720,rna-XM_022466254.1,rna-XM_022466254.1,rna-XM_022466254.1,rna-XM_022466254.1
LOC111123721,rna-XM_022466255.1,rna-XM_022466255.1,rna-XM_022466255.1,rna-XM_022466255.1
LOC111123722,rna-XM_022466260.1,rna-XM_022466260.1,rna-XM_022466260.1,rna-XM_022466260.1
LOC111123723,rna-XM_022466258.1,rna-XM_022466258.1,rna-XM_022466259.1,rna-XM_022466258.1
LOC111123724,rna-XM_022466261.1,rna-XM_022466261.1,rna-XM_022466261.1,rna-XM_022466261.1
LOC111123725,rna-XM_022466262.1,rna-XM_022466262.1,rna-XM_022466262.1,rna-XM_022466262.1
LOC111123726,rna-XM_022466264.1,rna-XM_022466264.1,rna-XM_022466264.1,rna-XM_022466264.1
LOC111123727,rna-XM_022466265.1,rna-XM_022466265.1,rna-XM_022466265.1,rna-XM_022466265.1
LOC111123728,rna-XM_022466266.1,rna-XM_022466266.1,rna-XM_022466266.1,rna-XM_022466266.1
LOC111123729,rna-XM_022466267.1,rna-XM_022466267.1,rna-XM_022466267.1,rna-XM_022466267.1
LOC111123730,rna-XM_022466268.1,rna-XM_022466268.1,rna-XM_022466268.1,rna-XM_022466268.1
LOC111123731,rna-XR_002638091.1,rna-XR_002638094.1,rna-XR_002638093.1,rna-XR_002638094.1
LOC111123732,rna-XM_022466269.1,rna-XM_022466269.1,rna-XM_022466269.1,rna-XM_022466269.1
LOC111123733,rna-XM_022466270.1,rna-XM_022466270.1,rna-XM_022466270.1,rna-XM_022466270.1
LOC111123734,rna-XM_022466272.1,rna-XM_022466271.1,rna-XM_022466271.1,rna-XM_022466271.1
LOC111123735,rna-XM_022466274.1,rna-XM_022466274.1,rna-XM_022466274.1,rna-XM_022466274.1
LOC111123736,rna-XM_022466276.1,rna-XM_022466276.1,rna-XM_022466276.1,rna-XM_022466276.1
LOC111123737,rna-XM_022466277.1,rna-XM_022466277.1,rna-XM_022466277.1,rna-XM_022466277.1
LOC111123738,rna-XM_022466278.1,rna-XM_022466278.1,rna-XM_022466278.1,rna-XM_022466278.1
LOC111123739,rna-XM_022466279.1,rna-XM_022466279.1,rna-XM_022466279.1,rna-XM_022466279.1
LOC111123740,rna-XM_022466280.1,rna-XM_022466280.1,rna-XM_022466280.1,rna-XM_022466280.1
LOC111123741,rna-XM_022466282.1,rna-XM_022466282.1,rna-XM_022466282.1,rna-XM_022466282.1
